beta,c_max,k_c,f0,k_f,sse,peak,late_mean
0.05,400.0,0.015,0.15,0.15,5605.24544545873,104.67482699520798,103.75480075099713
0.06,400.0,0.01,0.12,0.25,5621.436739211837,104.5275867123836,103.57959083925921
0.06,400.0,0.02,0.1,0.15,5622.737439219272,108.47560118183478,107.27380226975013
0.06,350.0,0.02,0.1,0.2,5628.1470833287085,108.75636592993858,107.53044411144364
0.05,300.0,0.02,0.12,0.1,5629.990950665727,107.65788297457458,106.61386493934094
0.07,300.0,0.02,0.1,0.2,5649.982109105681,116.16369739804684,114.71564623941238
0.06,300.0,0.005,0.1,0.2,5656.562861822655,104.60995665632898,103.73131659331796
0.06,400.0,0.005,0.1,0.1,5662.8912642632495,103.21921189602546,102.5042910751004
0.05,300.0,0.015,0.15,0.25,5674.286622728183,105.20829231197972,104.22820574259428
0.06,300.0,0.01,0.1,0.25,5691.644458677593,106.34719412649235,105.29168520875413
0.05,300.0,0.015,0.12,0.1,5692.502656897602,106.5469089888927,105.56697232615926
0.06,350.0,0.015,0.1,0.2,5702.3920357927545,107.21571744385427,106.07932378549215
0.07,350.0,0.015,0.15,0.2,5702.6248159764555,117.53904030186985,116.24134424158984
0.07,350.0,0.015,0.1,0.1,5712.503535763451,116.05869360423522,114.75441809071734
0.05,350.0,0.015,0.15,0.2,5724.005643395229,104.72038396223356,103.77012422854244
0.05,450.0,0.02,0.15,0.15,5724.206240572773,105.17080150202474,104.18610266161224
0.06,400.0,0.015,0.1,0.15,5726.39901875908,106.72124166585762,105.62100299091958
0.06,400.0,0.005,0.12,0.2,5744.03590232233,102.19108768382769,101.47176541061552
0.07,300.0,0.02,0.12,0.25,5756.0486794742665,117.28915079311349,115.84336113159581
0.06,450.0,0.015,0.12,0.25,5762.267907861079,105.4401655423206,104.37397746289405
0.06,450.0,0.01,0.1,0.1,5783.598741634853,104.56988391371678,103.67676904389602
0.07,400.0,0.015,0.15,0.15,5793.719663892897,117.44219876008754,116.19176317842152
0.05,350.0,0.005,0.15,0.15,5796.567303658008,101.98834159746504,101.31814461113885
0.06,350.0,0.02,0.1,0.25,5799.791066738395,108.237000467667,107.01051228133171
0.06,350.0,0.005,0.1,0.15,5807.074630914302,103.4821845617587,102.6844367340296
0.05,300.0,0.01,0.12,0.1,5813.00286438091,105.11011367826353,104.22700090394353
0.05,300.0,0.005,0.15,0.2,5818.8880010226885,102.57136040293184,101.83285255495619
0.06,450.0,0.01,0.12,0.2,5825.295483200738,103.52832248201311,102.63247097142016
0.05,350.0,0.02,0.15,0.25,5851.580995120372,105.34150612303067,104.31737431323467
0.05,350.0,0.02,0.12,0.1,5862.417359152274,106.68196077486185,105.65742470210277
0.06,450.0,0.005,0.12,0.15,5872.273782913696,101.2520707563659,100.61143481697223
0.05,400.0,0.02,0.15,0.2,5872.719332577433,105.03459296972436,104.03003011666952
0.07,400.0,0.02,0.15,0.2,5879.8159685500195,118.04444879845775,116.66239898733247
0.07,400.0,0.015,0.12,0.1,5882.217522106042,116.89401901281552,115.63953622189317
0.05,300.0,0.01,0.15,0.25,5882.645526411932,103.78907851754984,102.90474087904255
0.06,350.0,0.01,0.1,0.2,5885.418517833559,105.2298299456037,104.2278887912618
0.06,400.0,0.02,0.1,0.2,5893.586982638167,107.60546836482051,106.40259336833373
0.06,450.0,0.02,0.1,0.15,5896.140431798325,107.32788058504113,106.14884943580212
0.05,450.0,0.005,0.15,0.1,5904.069776211836,100.85871783235581,100.32175341912045
0.06,300.0,0.015,0.15,0.1,5909.88325014808,116.73659310271431,115.57966708296114
0.05,400.0,0.01,0.15,0.15,5914.026812087141,102.79637102527961,102.00196480186831
0.06,350.0,0.015,0.1,0.25,5916.365684372608,106.70366197516822,105.56635312398943
0.06,300.0,0.005,0.1,0.25,5918.3525782028855,104.11044493990919,103.22978139386214
0.07,400.0,0.02,0.1,0.1,5923.322856906558,116.5569335007704,115.16929838722245
0.06,350.0,0.02,0.15,0.1,5964.793745166959,116.92438770296498,115.7090352584208
0.06,400.0,0.01,0.1,0.15,5977.761707238272,104.46511771491562,103.5168797423141
0.05,350.0,0.015,0.12,0.1,5996.963651388406,105.3986238794594,104.4479430589668
0.05,350.0,0.01,0.15,0.2,5998.195888815379,103.07413062907968,102.23447768901087
0.07,300.0,0.015,0.15,0.25,5998.304671470876,118.28690727986357,116.94382238019195
0.07,300.0,0.015,0.12,0.15,6004.8970057755905,117.67792805258435,116.33295027038999
0.05,450.0,0.015,0.15,0.15,6006.511075551724,103.5464415044399,102.65470104823072
0.07,300.0,0.02,0.1,0.15,6006.868246731392,117.22181027714173,115.77584205152567
0.05,300.0,0.005,0.12,0.1,6036.448864418644,103.23613820708225,102.49848886345758
0.07,350.0,0.02,0.15,0.25,6053.779709722129,118.51809934108681,117.10614109571814
0.05,350.0,0.015,0.15,0.25,6068.7231272008075,104.0738030235202,103.12272762545626
0.07,300.0,0.02,0.12,0.2,6073.538926838658,118.04864896252394,116.60446957048492
0.06,400.0,0.015,0.1,0.2,6076.935932820582,105.86505883060136,104.76307933193466
0.07,350.0,0.02,0.12,0.15,6086.557801602338,117.90764514881789,116.49414032961938
0.07,450.0,0.02,0.15,0.15,6090.323897643062,118.22339725830159,116.87291645302066
0.06,400.0,0.02,0.1,0.25,6109.54714754056,107.0914390074724,105.88795084739452
0.06,400.0,0.005,0.12,0.25,6121.2004295759,101.60595206880359,100.88344074038712
0.06,450.0,0.015,0.1,0.15,6122.838030965574,105.37701197065641,104.31064690684263
0.05,400.0,0.015,0.15,0.2,6138.547162517273,103.5912596758103,102.66960974728069
0.05,300.0,0.02,0.12,0.15,6140.822899173136,105.8587556085102,104.81502251137248
0.07,350.0,0.005,0.15,0.1,6147.858134146019,116.51095818307006,115.66095737607985
0.06,350.0,0.01,0.1,0.25,6149.741452257704,104.72721743810318,103.72381851583577
0.05,400.0,0.02,0.12,0.1,6152.588276313289,105.71481879425859,104.70949450677986
0.06,450.0,0.01,0.12,0.25,6185.651089038535,102.9353749093233,102.03727476163036
0.07,450.0,0.02,0.12,0.1,6190.258157958983,117.67101812784871,116.31690687534987
0.05,300.0,0.005,0.15,0.25,6212.4976110483985,101.93813965760064,101.19761762035198
0.05,400.0,0.02,0.15,0.25,6219.874915620661,104.38595384947249,103.38089729896407
0.05,350.0,0.01,0.12,0.1,6223.720223811163,103.74219939558996,102.90276643546105
0.06,450.0,0.02,0.1,0.2,6239.437576834206,106.46667355473015,105.28648919886227
0.05,450.0,0.02,0.15,0.2,6250.607717360804,104.08193677601284,103.0962447838481
0.06,350.0,0.005,0.1,0.2,6262.827657023973,102.65207667150247,101.85041922102957
0.05,300.0,0.015,0.12,0.15,6303.707134056544,104.76608863590194,103.78551891943702
0.06,450.0,0.005,0.1,0.1,6323.63762333492,101.28803367500929,100.64637575875538
0.06,400.0,0.015,0.1,0.25,6339.814040511747,105.35928992986683,104.25630430754273
0.07,300.0,0.015,0.1,0.1,6350.788962778654,117.74171306151503,116.39526262169969
0.05,400.0,0.015,0.12,0.1,6374.909770730151,104.2626322162895,103.34069024526659
0.05,350.0,0.01,0.15,0.25,6394.863902931916,102.43765792531588,101.59659526028292
0.06,400.0,0.01,0.1,0.2,6422.671396235962,103.62691756101113,102.67590853384938
0.05,400.0,0.005,0.15,0.15,6432.9371067899465,100.35914397349906,99.75194391952824
0.05,350.0,0.005,0.15,0.2,6438.850676767272,100.93265062658593,100.25847332681602
0.07,350.0,0.02,0.1,0.1,6447.340766638959,117.9714038809332,116.55638832065846
0.05,450.0,0.01,0.15,0.15,6459.393111062797,101.4581914629889,100.70562601506818
0.06,400.0,0.005,0.1,0.15,6489.255477843424,101.54554021241553,100.82267245735127
0.05,350.0,0.02,0.12,0.15,6492.730206777557,104.89859513619436,103.87416299820902
0.06,450.0,0.02,0.1,0.25,6498.528081000527,105.95792583376199,104.77708256904418
0.05,450.0,0.02,0.12,0.1,6499.141164313358,104.75637865632343,103.76999927555778
0.06,450.0,0.005,0.12,0.2,6510.9552749089125,100.27841750724404,99.6318169462888
0.05,400.0,0.015,0.15,0.25,6534.128752323636,102.95146604311664,102.02888988584043
0.05,300.0,0.01,0.12,0.15,6544.990710493771,103.35303010741443,102.46785980137383
0.05,400.0,0.01,0.15,0.2,6545.647101880595,101.73210132175534,100.93494012742367
0.05,300.0,0.02,0.12,0.2,6550.130832562277,104.98068751059589,103.93659165188404
0.07,300.0,0.01,0.12,0.1,6552.740915814956,118.1160374695591,116.9252078634465
0.06,450.0,0.015,0.1,0.2,6553.070664449973,104.53132271449572,103.46306728822034
0.06,300.0,0.02,0.15,0.1,6555.597683559111,118.17240034824314,116.93290150779448
0.05,300.0,0.02,0.1,0.1,6555.914205676441,105.87614237085735,104.83134393849618
0.06,450.0,0.01,0.1,0.15,6557.390854508485,102.87403180101282,101.9756715979873
0.07,400.0,0.01,0.15,0.1,6559.950829523035,117.80465742359871,116.75937172659525
0.06,350.0,0.005,0.1,0.25,6587.004908836024,102.16174447080692,101.35779933581759
0.07,300.0,0.015,0.15,0.2,6588.186700705382,119.24370036356022,117.90360307864584
0.05,350.0,0.005,0.12,0.1,6606.833721293635,101.58738933894944,100.91440909497337
0.07,300.0,0.01,0.15,0.15,6609.976462109716,118.66984889870731,117.4834746527055
0.05,450.0,0.015,0.15,0.2,6623.4407540471375,102.47422918722094,101.58068233813924
0.07,350.0,0.02,0.15,0.2,6623.708812390623,119.47701968957766,118.06750456195297
0.05,450.0,0.02,0.15,0.25,6642.648131187715,103.43900404296028,102.45275824134345
0.07,350.0,0.015,0.12,0.1,6685.43900094765,118.58853523828867,117.29239898261774
0.07,350.0,0.015,0.15,0.15,6710.693754854075,119.14495073263082,117.8528003835836
0.05,300.0,0.015,0.1,0.1,6721.929623335259,104.78351238865127,103.8018958673581
0.05,400.0,0.01,0.12,0.1,6729.472763077581,102.39197889712484,101.59524745090434
0.06,400.0,0.01,0.1,0.25,6741.05493079077,103.13179465018284,102.17917060214647
0.05,350.0,0.015,0.12,0.15,6741.341951677397,103.63641227897908,102.68477754465093
0.05,300.0,0.015,0.12,0.2,6762.122293580885,103.89699456354154,102.91561858385896
0.07,300.0,0.02,0.12,0.15,6764.5336105959,119.3387192851968,117.89738730607345
0.07,300.0,0.02,0.15,0.25,6823.196955583997,119.95666024303755,118.51683160239297
0.05,450.0,0.015,0.12,0.1,6824.323036517901,103.13880329765101,102.24509087907259
0.05,300.0,0.02,0.12,0.25,6849.9689610646565,104.46138292033223,103.41709021352206
0.06,450.0,0.015,0.1,0.25,6863.34148714235,104.03176363861724,102.96241354480206
0.07,400.0,0.02,0.12,0.1,6880.127125538687,119.09836909274233,117.71716377242093
0.07,400.0,0.02,0.15,0.15,6882.475554837609,119.65764411395207,118.28005592846146
0.05,350.0,0.005,0.15,0.25,6897.62366847555,100.30935197092437,99.63285642131325
0.05,400.0,0.02,0.12,0.15,6899.610349292787,103.94707787390458,102.94167971799503
0.05,300.0,0.005,0.12,0.15,6914.107333835877,101.51008699421922,100.76819590307704
0.05,350.0,0.02,0.1,0.1,6917.572827095462,104.91596263642022,103.89047595686137
0.06,450.0,0.005,0.12,0.25,6959.8987143290005,99.70403554144873,99.0539507507969
0.05,350.0,0.02,0.12,0.2,6961.682471511239,104.02824126245326,103.00336233564582
0.05,300.0,0.01,0.1,0.1,6966.544293377308,103.37046988273167,102.48427913054027
0.05,400.0,0.01,0.15,0.25,6998.795369679791,101.10372657975412,100.30497076877877
0.07,450.0,0.015,0.15,0.1,7021.70870456422,119.00420240675847,117.80563764743405
0.06,400.0,0.005,0.1,0.2,7045.68102422964,100.73066018923606,100.00345318529251
0.05,300.0,0.01,0.12,0.2,7062.367085275573,102.49556878515416,101.60890279595111
0.05,450.0,0.015,0.15,0.25,7068.539253818571,101.84115210187207,100.94657087288726
0.06,450.0,0.01,0.1,0.2,7090.017659431789,102.04829991500134,101.14691124020065
0.05,300.0,0.015,0.12,0.25,7090.886036638166,103.383009754047,102.40117449127067
0.05,350.0,0.01,0.12,0.15,7104.7308109345295,102.00736245819796,101.16533924824712
0.07,300.0,0.02,0.1,0.1,7105.862622207085,119.40295169722496,117.96008477270034
0.04,300.0,0.02,0.15,0.1,7157.30733382019,102.66517119688427,101.8280907906781
0.05,350.0,0.015,0.1,0.1,7169.753796501788,103.65382073179374,102.70115296859183
0.05,400.0,0.005,0.15,0.2,7181.522273842022,99.3199656252246,98.70828743263006
0.05,450.0,0.01,0.15,0.2,7183.560243345352,100.40743875125175,99.65181395552665
0.05,300.0,0.02,0.1,0.15,7188.137149444222,104.39821225037512,103.35387228084993
0.05,450.0,0.005,0.15,0.15,7191.122652073784,98.75581706963943,98.20980763623845
0.05,400.0,0.015,0.12,0.15,7248.893069477086,102.51883625121765,101.59562628564485
0.05,350.0,0.015,0.12,0.2,7266.092688060334,102.7764277390143,101.82383518344889
0.05,350.0,0.02,0.12,0.25,7297.0408703414605,103.51350641616503,102.48838081992008
0.05,400.0,0.005,0.12,0.1,7302.007540938041,99.96481568777072,99.35466292281673
0.05,450.0,0.01,0.12,0.1,7327.175627401236,101.0592247772329,100.30423438134528
0.05,400.0,0.02,0.1,0.1,7334.052711456123,103.96442509794343,102.9579831133
0.05,300.0,0.005,0.1,0.1,7339.185598650275,101.52750654113036,100.78463285549908
0.06,450.0,0.005,0.1,0.15,7344.285611519171,99.64496172034437,98.99449185549815
0.05,450.0,0.02,0.12,0.15,7360.150987336401,103.00412662650164,102.0174987320007
0.04,300.0,0.015,0.15,0.1,7385.950889173401,101.80116959336414,101.01352172141281
0.05,300.0,0.01,0.12,0.25,7425.824393668939,101.98847841881796,101.1009452524739
0.05,400.0,0.02,0.12,0.2,7426.824219486055,103.08437097867115,102.07844353615964
0.06,400.0,0.005,0.1,0.25,7429.583549040631,100.2493396931125,99.51959098492817
0.05,300.0,0.015,0.1,0.15,7433.925129466774,103.3206212085646,102.3387070829493
0.06,450.0,0.01,0.1,0.25,7460.504644057732,101.56055558141685,100.65739960394427
0.05,300.0,0.005,0.12,0.2,7502.436695495966,100.66782923670195,99.92338398709846
0.07,300.0,0.02,0.15,0.2,7508.216326378186,120.92688695407448,119.48943255583613
0.05,350.0,0.01,0.1,0.1,7536.9286165829935,102.02478647453503,101.18176082587888
0.04,350.0,0.02,0.15,0.1,7553.29990144215,101.89895246561353,101.07713142877503
0.05,300.0,0.02,0.1,0.2,7621.199855803291,103.67546655968229,102.63092357969916
0.05,350.0,0.015,0.12,0.25,7634.314993777334,102.26783970954274,101.31469809556233
0.05,350.0,0.02,0.1,0.15,7644.752713099109,103.45098506772983,102.42580638801333
0.05,350.0,0.005,0.12,0.15,7651.649771911252,99.88824862162532,99.21017947746009
0.07,300.0,0.015,0.12,0.1,7670.717427302276,120.30750846924438,118.9687656412252
0.07,300.0,0.005,0.15,0.1,7685.485802877618,119.04537345469609,118.09909005305127
0.05,400.0,0.015,0.1,0.1,7687.320534794303,102.53622780444904,101.61199847430645
0.04,300.0,0.01,0.15,0.1,7690.233898715752,100.6826771065202,99.96988944150917
0.05,450.0,0.01,0.15,0.25,7691.438453820686,99.78705959367788,99.02966016587578
0.05,350.0,0.01,0.12,0.2,7696.168865807518,101.16079300458811,100.31702009174573
0.05,400.0,0.005,0.15,0.25,7703.078146743535,98.70643455663185,98.09214384774447
0.07,350.0,0.02,0.12,0.1,7709.20197028608,120.54294552018429,119.13417722371565
0.05,400.0,0.01,0.12,0.15,7754.830398907142,100.67910871150167,99.87926795863405
0.05,300.0,0.01,0.1,0.15,7774.512297822831,101.92707780549297,101.03941678144011
0.05,400.0,0.02,0.12,0.25,7796.879891487085,102.57416597637942,101.56794294998602
0.05,450.0,0.02,0.1,0.1,7804.043555823407,103.02145257944096,102.0337914885737
0.07,300.0,0.015,0.15,0.15,7813.186590002505,120.8722824675654,119.53746144762556
0.07,350.0,0.02,0.15,0.15,7816.549683510437,121.1092018363605,119.70403641089234
0.05,450.0,0.015,0.12,0.15,7824.417562013891,101.41323184061051,100.51794402033832
0.05,400.0,0.015,0.12,0.2,7838.204535151244,101.66786641692823,100.74355034046945
0.04,350.0,0.015,0.15,0.1,7856.372281817013,100.8991315743075,100.13439601288029
0.07,350.0,0.01,0.15,0.1,7880.759297147413,119.87820750579205,118.76974256085411
0.05,300.0,0.015,0.1,0.2,7906.243344635388,102.60526205892036,101.62277903006952
0.05,300.0,0.005,0.12,0.25,7907.600797054257,100.16974763623739,99.42380904427921
0.05,300.0,0.02,0.1,0.25,7922.196069485314,103.24757305884127,102.20291976373076
0.05,450.0,0.02,0.12,0.2,7944.268665229003,102.1490000455532,101.1617618757283
0.04,400.0,0.02,0.15,0.1,7983.672984861467,101.1384019919621,100.33165832940387
0.05,350.0,0.015,0.1,0.15,7987.5605048836005,102.20622083533883,101.25298981179927
0.06,450.0,0.005,0.1,0.2,7997.042473890877,98.84503167126684,98.18980965782163
0.05,450.0,0.005,0.15,0.2,8042.09515398372,97.73289466815966,97.18192543660902
0.05,350.0,0.005,0.1,0.1,8087.840025258038,99.90564465074378,99.22661696021743
0.05,350.0,0.01,0.12,0.25,8103.626635373224,100.66015560143607,99.81536512773674
0.04,300.0,0.005,0.15,0.1,8108.313070311651,99.22131029212022,98.62139588843348
0.05,450.0,0.005,0.12,0.1,8117.098828237513,98.36800428666726,97.81887889982119
0.05,350.0,0.02,0.1,0.2,8125.4869830336465,102.73459091752395,101.70913930560118
0.05,400.0,0.02,0.1,0.15,8153.960301347172,102.51228745020443,101.50600564604336
0.07,400.0,0.015,0.15,0.1,8176.340157498995,120.7283179056335,119.48843078037488
0.05,400.0,0.01,0.1,0.1,8197.472566608256,100.69651455475588,99.89568921080063
0.04,300.0,0.02,0.15,0.15,8220.772260076916,100.89418555457489,100.0582044922745
0.05,300.0,0.015,0.1,0.25,8230.435535782875,102.18175184145306,101.1989417987291
0.05,400.0,0.015,0.12,0.25,8244.830641886088,101.16461889131557,100.23966591860535
0.04,350.0,0.01,0.15,0.1,8262.296542176162,99.60689853717237,98.92839656777639
0.05,300.0,0.005,0.1,0.15,8262.86490550981,100.10960634042561,99.3634649068601
0.05,450.0,0.015,0.1,0.1,8272.689581159484,101.43060492950954,100.53431129749157
0.05,300.0,0.01,0.1,0.2,8293.95440906778,101.22129349432886,100.3324950264481
0.05,350.0,0.005,0.12,0.2,8322.859343272845,99.05916685881617,98.37813730331112
0.05,450.0,0.02,0.12,0.25,8348.213416135573,101.64328533284224,100.6557035594699
0.04,400.0,0.015,0.15,0.1,8370.62914704189,100.00502381472802,99.2628577098907
0.05,400.0,0.01,0.12,0.2,8418.012194180741,99.84329365168934,99.04145579407505
0.06,450.0,0.005,0.1,0.25,8438.099580523958,98.37255811931446,97.71455028417725
0.04,450.0,0.02,0.15,0.1,8447.746913078716,100.38347822306235,99.59163179708064
0.05,350.0,0.02,0.1,0.25,8454.961784786943,102.31046376158372,101.28486037040308
0.05,350.0,0.01,0.1,0.15,8463.260548826005,100.59967402376355,99.75473802955374
0.05,450.0,0.015,0.12,0.2,8476.552059498488,100.57118286529439,99.6746438613961
0.05,450.0,0.01,0.12,0.15,8492.320443838447,99.36804495944197,98.60943960468981
0.05,400.0,0.005,0.12,0.15,8507.749657934,98.2921685133001,97.67610651720973
0.05,350.0,0.015,0.1,0.2,8512.886501339022,101.49836168479713,100.54443612022531
0.07,450.0,0.02,0.15,0.1,8522.046389851052,121.53192277443104,120.189417461554
0.04,300.0,0.015,0.15,0.15,8523.348708456864,100.04486493931282,99.25756051477987
0.05,400.0,0.015,0.1,0.15,8608.0684057531,101.10376045377305,100.1787077973421
0.05,450.0,0.005,0.15,0.25,8624.123201880859,97.12897907419395,96.57511262681302
0.05,300.0,0.01,0.1,0.25,8645.963442708477,100.80346396974741,99.91400180941164
0.05,400.0,0.02,0.1,0.2,8681.24894374824,101.8021894572479,100.79556606438021
0.07,300.0,0.02,0.12,0.1,8681.738400503467,122.00495414390619,120.56814648286165
0.04,350.0,0.02,0.15,0.15,8705.589013973266,100.14072963370155,99.31983713982945
0.05,450.0,0.02,0.1,0.15,8714.490132717954,101.58204319326695,100.59439707234293
0.05,350.0,0.005,0.12,0.25,8777.201436566436,98.56889139606183,97.88612808300996
0.04,350.0,0.005,0.15,0.1,8822.703139982166,97.92210311526188,97.37319366399561
0.05,300.0,0.005,0.1,0.2,8839.00034410835,99.41633587313385,98.66818437942038
0.05,400.0,0.01,0.12,0.25,8868.095021886269,99.3490276166623,98.54602573694171
0.05,350.0,0.015,0.1,0.25,8868.708439380933,101.07929924438311,100.12497220943766
0.04,400.0,0.01,0.15,0.1,8891.222822522097,98.54253159708134,97.89767225475707
0.07,300.0,0.02,0.15,0.15,8896.863659416013,122.5782782084137,121.14505818103754
0.04,300.0,0.02,0.15,0.2,8909.981186174013,100.02809336149508,99.19215271032593
0.04,300.0,0.01,0.15,0.15,8916.885234049187,98.94542614611143,98.23181322724047
0.05,450.0,0.015,0.12,0.25,8920.549235197504,100.07322014999342,99.17595831894141
0.04,450.0,0.015,0.15,0.1,8927.713583048031,99.11877715906274,98.39884188896724
0.05,450.0,0.01,0.1,0.1,8945.210666742892,99.38543027876473,98.62585802023526
0.05,400.0,0.005,0.1,0.1,8954.82149344693,98.30953750355943,97.69254076730239
0.04,300.0,0.02,0.12,0.1,9031.83547462089,100.54937069065798,99.7124058428141
0.05,400.0,0.02,0.1,0.25,9038.535738195296,101.38179575243731,100.37497986688516
0.05,350.0,0.01,0.1,0.2,9041.867390589261,99.9028567114302,99.05657313413775
0.04,350.0,0.015,0.15,0.15,9093.037951135871,99.1579021319368,98.39322222895711
0.05,350.0,0.005,0.1,0.15,9144.229105411023,98.50985516072598,97.82686086804263
0.05,400.0,0.015,0.1,0.2,9184.96830264873,100.40332321104903,99.47745307496359
0.04,400.0,0.02,0.15,0.15,9223.059273394003,99.39285082855156,98.58686733014045
0.05,300.0,0.005,0.1,0.25,9224.441469048481,99.00592909448521,98.25659721502718
0.05,450.0,0.01,0.12,0.2,9224.985189980061,98.54284854220461,97.78200517347919
0.05,400.0,0.01,0.1,0.15,9238.40873540527,99.28945169852894,98.4862871879396
0.04,300.0,0.015,0.15,0.2,9248.738312388114,99.18598338822451,98.3983533371426
0.05,400.0,0.005,0.12,0.2,9258.759999215934,97.47605790709451,96.85664227768225
0.05,450.0,0.02,0.1,0.2,9287.23616308009,100.87818645333412,99.89013133559502
0.05,450.0,0.015,0.1,0.15,9293.569152046213,100.01311302276346,99.11574150141318
0.04,300.0,0.015,0.12,0.1,9352.051013934639,99.70311194023132,98.91468531307765
0.04,300.0,0.02,0.15,0.25,9378.07227405345,99.51531715399793,98.67941253618842
0.05,350.0,0.01,0.1,0.25,9429.137804838216,99.49034519329004,98.6432734377472
0.04,350.0,0.02,0.15,0.2,9439.161507335042,99.28089629729719,98.45996417564167
0.04,300.0,0.005,0.15,0.15,9443.097148612427,97.50901242374265,96.9064821236148
0.07,300.0,0.01,0.15,0.1,9459.548102727524,121.98810910022515,120.81456943005023
0.05,450.0,0.005,0.12,0.15,9477.720169403985,96.72144012068136,96.16561137677542
0.07,350.0,0.015,0.15,0.1,9524.482369197876,122.47730361634954,121.19513908765173
0.04,350.0,0.02,0.12,0.1,9543.33344197154,99.79852692680583,98.97662571654672
0.05,400.0,0.015,0.1,0.25,9571.565739003081,99.98866215744256,99.06231769578909
0.04,450.0,0.01,0.15,0.1,9575.468463578483,97.48945613807028,96.87760602515232
0.04,350.0,0.01,0.15,0.15,9600.435713398607,97.88768891716325,97.20789643863378
0.04,400.0,0.005,0.15,0.1,9612.114891293986,96.6397890878924,96.14067878317404
0.05,450.0,0.02,0.1,0.25,9671.680380999116,100.46149359083867,99.47320600767863
0.04,300.0,0.01,0.15,0.2,9685.853618786237,98.09590071363263,97.38139526668454
0.07,400.0,0.02,0.15,0.1,9693.067211819673,123.00498638876553,121.63513019763275
0.04,400.0,0.015,0.15,0.15,9704.334750805772,98.27874123179832,97.53634788934946
0.05,450.0,0.01,0.12,0.25,9716.351517142264,98.054873305109,97.29272330113977
0.04,300.0,0.015,0.15,0.25,9738.14381596214,98.67748609264108,97.88967527977874
0.05,400.0,0.005,0.12,0.25,9760.455566731822,96.99346700329959,96.37208492361975
0.04,300.0,0.01,0.12,0.1,9766.4878411401,98.60761731494392,97.89266603776088
0.04,450.0,0.02,0.15,0.15,9772.52911323996,98.6505082310376,97.85925598660751
0.05,350.0,0.005,0.1,0.2,9786.549236737144,97.82743168743599,97.14209168385693
0.04,350.0,0.015,0.15,0.2,9867.896225177272,98.30641499555497,97.54127280195401
0.05,400.0,0.01,0.1,0.2,9874.307854203105,98.60148818274877,97.79677140993775
0.05,450.0,0.015,0.1,0.2,9920.639179249954,99.32002040382814,98.42171112091926
0.04,350.0,0.02,0.15,0.25,9933.681728865835,98.77183160525634,97.95088805909346
0.05,450.0,0.005,0.1,0.1,9935.447985882764,96.73877866572224,96.18203874365545
0.04,350.0,0.015,0.12,0.1,9950.918437758066,98.8192421684166,98.05339383817446
0.04,400.0,0.02,0.15,0.2,10000.132941588348,98.53923152878447,97.73312952716076
0.04,400.0,0.02,0.12,0.1,10087.021944549339,99.05324069510303,98.24622398724085
0.05,450.0,0.01,0.1,0.15,10097.084853587578,97.99618986065485,97.23386065576645
0.04,300.0,0.02,0.12,0.15,10103.968223776157,99.15772110539683,98.32183080347957
0.05,400.0,0.005,0.1,0.15,10138.910368148252,96.93551606910782,96.31387595412704
0.04,300.0,0.01,0.15,0.25,10200.90446129238,97.59295440253553,96.87793246689631
0.05,350.0,0.005,0.1,0.25,10211.387482462098,97.4234578401037,96.73673866854337
0.04,300.0,0.005,0.15,0.2,10264.743315765945,96.67173652109244,96.06744401462548
0.04,350.0,0.005,0.15,0.15,10283.173119878698,96.23167078952758,95.67941516562895
0.05,400.0,0.01,0.1,0.25,10295.725809561853,98.19422741528369,97.38860121744034
0.05,450.0,0.005,0.12,0.2,10305.542686584762,95.91809899671097,95.3585361268466
0.04,300.0,0.005,0.12,0.1,10317.57191058505,97.17633071363406,96.57212851321273
0.05,450.0,0.015,0.1,0.25,10337.175761053939,98.90971482715756,98.01085993956656
0.04,400.0,0.01,0.15,0.15,10337.922656908944,96.8411773567531,96.1945718571504
0.04,450.0,0.015,0.15,0.15,10356.26975865388,97.40731416701448,96.68687359412412
0.04,350.0,0.015,0.15,0.25,10386.736163118054,97.80230300947746,97.03689906292331
0.04,350.0,0.01,0.15,0.2,10424.831514330412,97.04701406841302,96.36610636375542
0.04,450.0,0.005,0.15,0.1,10474.100379403335,95.37415014141638,94.92365551023718
0.04,300.0,0.015,0.12,0.15,10479.870782346949,98.3229992782353,97.53505171226175
0.04,350.0,0.01,0.12,0.1,10482.087031331392,97.55358484653797,96.87237520989558
0.04,300.0,0.02,0.1,0.1,10510.025017108317,99.16099774599272,98.32429909354556
0.04,400.0,0.02,0.15,0.25,10520.568690812957,98.03385173115721,97.22769153749128
0.04,400.0,0.015,0.15,0.2,10527.552640709402,97.43458536325508,96.69159543283354
0.04,400.0,0.015,0.12,0.1,10590.812270806979,97.94314658611589,97.19953951602643
0.04,450.0,0.02,0.15,0.2,10592.254361301613,97.80305846583315,97.01160999367943
0.04,450.0,0.02,0.12,0.1,10662.253525053888,98.31347123273702,97.52116171840686
0.04,350.0,0.02,0.12,0.15,10682.38127834402,98.41691123409377,97.59594898646411
0.04,300.0,0.02,0.12,0.2,10754.133734569432,98.47545885949799,97.63969059069848
0.05,450.0,0.01,0.1,0.2,10788.450112545424,97.31696835874153,96.55288756934496
0.04,300.0,0.005,0.15,0.25,10810.761686419255,96.17605631605949,95.57073233367511
0.05,400.0,0.005,0.1,0.2,10844.927874963163,96.26377093229499,95.63946020037851
0.05,450.0,0.005,0.12,0.25,10852.82094309794,95.44307295433983,94.88131848494093
