f0,t_hold,t_switch,k1,k2,sse,peak,mid_mean,late_mean,jump_pct,loss
0.2,10,40,0.04,0.3,35639.509430099904,133.16927359721672,132.2083019240457,125.15252721303561,5.174083000057905,48486.23886216809
0.18,10,40,0.03,0.2,35169.393165070425,133.67997481004946,132.734914354349,125.64772422862255,4.847125499332305,48569.36735617236
0.2,12,35,0.04,0.3,36131.96844352972,132.7738701945613,131.81806212399766,124.81275652967685,5.174083000057905,48589.58288521198
0.2,12,40,0.05,0.16,35537.97499061417,133.3082082146454,132.3860228444524,125.38622637620132,5.174083000057905,48599.769921851665
0.18,12,35,0.03,0.16,35476.12779016329,133.38834957089153,132.45693766095053,125.43295100760874,4.847125499332305,48605.29458339226
0.16,10,40,0.02,0.16,34695.890210287755,134.11921322266343,133.21725047577124,126.17076599129203,4.520652702501038,48647.49773019171
0.22,8,50,0.05,0.2,35168.35727783933,133.6956097813911,132.79810439285887,125.77519426108182,5.501525149641573,48660.64572650974
0.16,12,40,0.02,0.24,35230.20531761975,133.9214356473798,132.95905709075097,125.8182572247391,4.520652702501038,48853.051617638754
0.16,8,45,0.02,0.24,34716.01266091531,134.61424395219888,133.66586807813738,126.46334155886267,4.520652702501038,49094.0413224363
0.18,8,35,0.02,0.2,35934.793414301,133.51902581311992,132.5636990050395,125.47956324690453,4.847125499332305,49151.28500696865
0.22,8,50,0.05,0.16,35507.343390261696,133.86863496863168,133.0119322525666,126.06983744887953,5.501525149641573,49273.81406874488
0.18,10,35,0.02,0.3,36346.65539415858,133.29074877666642,132.32597971851737,125.25270927923137,4.847125499332305,49313.26777088161
0.22,8,35,0.04,0.24,36656.790448242165,133.03979295819283,132.08204794133624,125.04507593536007,5.501525149641573,49376.292720026344
0.2,8,50,0.04,0.3,35401.257896071394,134.36616319476283,133.41505420034377,126.22884784877002,5.174083000057905,49500.56296818461
0.16,12,50,0.03,0.16,34520.1485886845,134.94528559897947,134.1785157637177,127.28432032353103,4.520652702501038,49630.985036775346
0.2,10,35,0.04,0.12,36159.39629179505,133.66787080785338,132.78059792384747,125.85209832040228,5.174083000057905,49685.2235646463
0.2,10,40,0.04,0.24,36404.41981775145,133.6446880353491,132.68221304679216,125.57227347639372,5.174083000057905,49735.21789897436
0.22,10,35,0.05,0.16,36804.87641735067,133.25083925740685,132.31093866426775,125.28601387358266,5.501525149641573,49773.32433908719
0.18,12,50,0.04,0.3,35498.05599848451,134.56976425386813,133.61695151275313,126.40546915590727,4.847125499332305,49813.69579119829
0.2,12,45,0.05,0.3,36396.84876518424,133.78972243827664,132.82269991648474,125.68942326307399,5.174083000057905,49869.67707611582
0.2,8,45,0.04,0.12,35590.06001424378,134.2669869058792,133.45975589160898,126.66018940382845,5.174083000057905,49933.19520292206
0.18,8,45,0.03,0.16,35442.32086968977,134.6743112460494,133.80249571438378,126.75234223254022,4.847125499332305,50046.22123801121
0.2,8,35,0.03,0.2,36839.448392970946,133.59529638698965,132.63638424110542,125.53908637871142,5.174083000057905,50126.48286892776
0.2,8,50,0.04,0.24,35759.69847055587,134.5938367747921,133.67147935272806,126.50090165713303,5.174083000057905,50152.48616981389
0.22,8,50,0.05,0.12,36023.08260409729,134.08460535816826,133.29420816218936,126.55001464326996,5.501525149641573,50205.83418152897
0.18,12,45,0.04,0.12,35699.869866272405,134.46492345280274,133.66428564613548,126.86172556867811,4.847125499332305,50275.12326923993
0.2,12,35,0.04,0.24,37279.89529523902,133.40512506604398,132.4410813217803,125.35613316703336,5.174083000057905,50362.25130077506
0.18,12,50,0.04,0.24,35880.05123543184,134.81057016213015,133.8881700274203,126.69319071500375,4.847125499332305,50508.56454728571
0.16,8,45,0.02,0.2,35554.182707039516,135.14440311893983,134.2247988635353,127.01503440051509,4.520652702501038,50564.98542197399
0.2,12,45,0.05,0.24,36821.07374161219,134.07742396311346,133.11812081443082,125.96335519377405,5.174083000057905,50607.31574829082
0.18,10,40,0.03,0.16,36461.656252486195,134.46356780504408,133.5424318016071,126.42760262722722,4.847125499332305,50741.82831369304
0.16,12,40,0.02,0.2,36377.546735995216,134.62047003761708,133.6656264814514,126.46361945544032,4.520652702501038,50756.92916159615
0.2,8,50,0.04,0.2,36105.29849723881,134.78882675834697,133.9014617763915,126.77481058444312,5.174083000057905,50779.38632468429
0.2,12,40,0.05,0.12,36844.06907208258,134.074460868169,133.1990835018513,126.2607200119962,5.174083000057905,50827.018626184516
0.2,10,40,0.04,0.2,37149.554788758825,134.10441379678693,133.14687243811244,125.9967325772107,5.174083000057905,50970.09960889746
0.22,8,35,0.04,0.2,37698.71700734643,133.62498527168938,132.6635506536244,125.55956666961399,5.501525149641573,51010.509085739184
0.18,12,50,0.04,0.2,36248.58441571616,135.01682324697302,134.13144314064215,126.98290756743552,4.847125499332305,51177.12869124147
0.2,12,45,0.05,0.2,37231.21564986717,134.3431326671789,133.39818847100884,126.23979856393188,5.174083000057905,51326.15772156094
0.22,10,40,0.05,0.3,38013.91125055544,133.7721689975891,132.79988113532644,125.66394207778018,5.501525149641573,51459.4813940178
0.16,12,50,0.03,0.12,35563.806373233136,135.35857633398226,134.71931774058552,128.2058318823959,4.520652702501038,51515.496961995974
0.2,8,50,0.04,0.16,36598.72083599624,135.03007145116854,134.19966981925262,127.18566710368782,5.174083000057905,51672.02037137893
0.18,10,35,0.02,0.24,37958.54161972259,134.15889217838154,133.1827627335768,125.9996884100162,4.847125499332305,51806.33372178618
0.18,12,50,0.04,0.16,36775.124073301704,135.27202297290034,134.4469168477348,127.41753804665439,4.847125499332305,52129.69922323266
0.2,12,35,0.04,0.2,38409.10300708998,134.03108903819344,133.0630829457345,125.90633127190185,5.174083000057905,52134.741688904396
0.18,12,40,0.03,0.3,38050.934427357584,134.5657662610164,133.58050900636832,126.34052767328255,4.847125499332305,52315.534036733334
0.18,8,50,0.03,0.3,36818.8253906153,135.69777219860237,134.7356483146531,127.38390503387464,4.847125499332305,52351.835691862994
0.2,12,45,0.05,0.16,37819.67632890516,134.69754520236026,133.78338205976894,126.65697999318093,5.174083000057905,52364.02774263197
0.22,10,40,0.05,0.24,38652.47505912582,134.16121499623395,133.18767583499533,126.00729342356456,5.501525149641573,52502.91929710744
0.18,8,45,0.03,0.12,36859.560066318096,135.42080250104888,134.64802029580565,127.8216325867955,4.847125499332305,52562.305554275445
0.18,8,35,0.02,0.16,38076.75678113818,134.71538481378144,133.76634762544137,126.57732505169487,4.847125499332305,52574.72002135736
0.16,8,45,0.02,0.16,36774.501314962734,135.85302090647053,134.9952885599323,127.84974422363783,4.520652702501038,52720.24162692727
0.2,10,40,0.04,0.16,38229.81353430453,134.75122256462683,133.81336281589333,126.64018948561484,5.174083000057905,52786.281096743565
0.16,10,40,0.02,0.12,37133.907127630424,135.49306837527357,134.67561108392258,127.7399882414051,4.520652702501038,52815.79459927278
0.16,10,45,0.02,0.3,37409.6337592877,135.6361058085679,134.64432060589368,127.27335556794296,4.520652702501038,52832.265789753816
0.22,10,35,0.05,0.12,38752.77833553579,134.34811035586648,133.43670973670427,126.3907183485913,5.501525149641573,52947.037229336696
0.2,8,35,0.03,0.16,38657.520964532894,134.61025727219942,133.65664344354192,126.47030737027866,5.174083000057905,53030.76731205868
0.2,8,50,0.04,0.12,37353.480349953665,135.33133781317133,134.5935985504123,127.85598195591454,5.174083000057905,53035.50982607257
0.18,12,35,0.03,0.12,38304.721092365835,134.9633470477636,134.0730833687937,127.01915423766383,4.847125499332305,53222.1152260552
0.18,8,50,0.03,0.24,37339.05722458363,136.01256768275192,135.0902205185349,127.75985663816995,4.847125499332305,53298.91904577875
0.2,12,50,0.05,0.3,38429.18208462193,135.17405927248905,134.20179071778318,126.90233026123158,5.174083000057905,53367.155849623596
0.2,10,35,0.03,0.3,39432.8371185562,134.27868724315252,133.296019573174,126.09182980877459,5.174083000057905,53394.52505806873
0.22,8,35,0.04,0.16,39223.895917632115,134.47718831694843,133.52017665011027,126.34140926863164,5.501525149641573,53445.64240756972
0.22,10,40,0.05,0.2,39272.23328295447,134.53719389224946,133.56766510450214,126.35429409692105,5.501525149641573,53530.474280745024
0.18,12,50,0.04,0.12,37581.387515151706,135.59074726922987,134.86370936711194,128.1268000792825,4.847125499332305,53586.13206934956
0.16,12,40,0.02,0.16,38060.89452770305,135.60592713070426,134.68119158048677,127.44399397722194,4.520652702501038,53592.03913231023
0.18,10,45,0.03,0.3,38416.286645022046,135.54027520299985,134.5468266947447,127.18560589338493,4.847125499332305,53727.666672239124
0.2,12,50,0.05,0.24,38726.3294864141,135.35782253919672,134.408727551895,127.12175393376891,5.174083000057905,53907.88691394902
0.2,12,45,0.05,0.12,38729.15631496135,135.18080950035298,134.33047572077876,127.34813653518329,5.174083000057905,53978.20634875088
0.18,12,40,0.03,0.24,39098.74289876225,135.1852852074481,134.19801040297023,126.88698256126327,4.847125499332305,54030.8709408667
0.18,12,35,0.02,0.3,39683.79489356848,134.65562074620766,133.66635651561364,126.4123120063324,4.847125499332305,54038.60648853047
0.18,8,50,0.03,0.2,37842.59679329797,136.28231029093504,135.40842543807696,128.13865856595692,4.847125499332305,54212.86392199441
0.18,10,40,0.03,0.12,38512.23726431031,135.61083666615238,134.7600209176332,127.73702479972049,4.847125499332305,54246.613096959605
0.18,10,35,0.02,0.2,39558.28817570344,135.02117577857845,134.039553400368,126.75720521055933,4.847125499332305,54322.602851341246
0.2,12,50,0.05,0.2,39012.060108915706,135.51516274881507,134.59426293396982,127.34258419439064,5.174083000057905,54426.397431713085
0.16,10,45,0.02,0.24,38361.96801138505,136.23923182651623,135.26362256147672,127.84702633288508,4.520652702501038,54492.92866651015
0.2,12,35,0.04,0.16,40064.92162133538,134.94297450786593,133.97968124956492,126.74271028391598,5.174083000057905,54780.64234764157
0.2,10,45,0.04,0.3,39592.21054513885,135.4890923224916,134.49375425130904,127.13684317980564,5.174083000057905,54842.080392913405
0.22,10,40,0.05,0.16,40166.66763688323,135.06579901879374,134.11230537961794,126.87993541799462,5.501525149641573,55034.44705652672
0.18,10,45,0.03,0.24,39166.826336607635,136.01804308909635,135.03738592098355,127.64002985883582,4.847125499332305,55035.92863171019
0.2,12,50,0.05,0.16,39418.6858454921,135.70977236441823,134.83475107892562,127.6736560542278,5.174083000057905,55162.24273226818
0.22,12,35,0.05,0.3,41116.01686402432,134.46846494293862,133.48212690239487,126.25253240356783,5.501525149641573,55271.650100914005
0.18,8,50,0.03,0.16,38564.800951807025,136.61621349762544,135.82130503234637,128.70738963318746,4.847125499332305,55519.587678957425
0.2,10,35,0.03,0.24,40882.87070622982,135.03511648319673,134.04249401236945,126.74226873189217,5.174083000057905,55640.35953466543
0.2,10,40,0.04,0.12,39930.16910220037,135.69711268567949,134.81705058570137,127.71905996583001,5.174083000057905,55691.60426868939
0.18,12,40,0.03,0.2,40124.63399669738,135.78492864752442,134.80404022322432,127.44008464154388,4.847125499332305,55735.53806952592
0.2,10,45,0.04,0.24,40177.66176782294,135.86300933165643,134.87766674717517,127.49247664679315,5.174083000057905,55862.272328680316
0.22,8,40,0.04,0.3,41078.7157478001,135.2758581889384,134.27703745575064,126.94198141891738,5.501525149641573,56087.23606844949
0.16,10,45,0.02,0.2,39294.18331572027,136.79738294925642,135.85200186123717,128.42724178981203,4.520652702501038,56131.50319602446
0.16,8,45,0.02,0.12,38702.05261339134,136.82195031170292,136.0931144746738,129.238305010534,4.520652702501038,56145.15664564755
0.2,12,50,0.05,0.12,40037.68332682933,135.95271779675258,135.15228070722725,128.21337205457422,5.174083000057905,56280.754047222945
0.18,10,45,0.03,0.2,39897.780585602995,136.45982472883202,135.50304889872487,128.09922943013626,4.847125499332305,56320.093472430584
0.22,10,45,0.05,0.3,41083.898159715245,135.55108891971818,134.55235116196803,127.1851474782927,5.501525149641573,56395.54216613335
0.16,8,50,0.02,0.3,38956.88158520002,137.38082747601464,136.40548742056166,128.8440096115923,4.520652702501038,56405.72343457781
0.18,12,35,0.02,0.24,41457.94642395055,135.56805698092293,134.56675899708003,127.19666824048882,4.847125499332305,56789.217355298344
0.2,10,45,0.04,0.2,40745.40431564733,136.20852886576077,135.2418342626369,127.85158202747633,5.174083000057905,56859.30246157088
0.2,8,40,0.03,0.3,41321.10070859818,135.78072913431728,134.7734869785611,127.37179131040575,5.174083000057905,56876.918425700605
0.22,12,35,0.05,0.24,42190.60703837629,135.0268291908928,134.03313504436863,126.73262135614172,5.501525149641573,56935.65354264426
0.22,10,45,0.05,0.24,41538.22981285367,135.8410382312573,134.85003925925668,127.46089120645696,5.501525149641573,57187.14499362499
0.22,10,35,0.04,0.3,42461.51890077257,135.1557911282675,134.1571651809181,126.83632825730724,5.501525149641573,57339.12436071739
0.22,10,40,0.05,0.12,41564.81531053181,135.83804697986398,134.93161035794762,127.76021326700028,5.501525149641573,57422.936142227394
0.22,8,35,0.04,0.12,41660.555713700174,135.7898276364073,134.8668723361055,127.66208387315692,5.501525149641573,57424.89088821061
0.22,8,40,0.04,0.24,41925.93399331087,135.7658918301145,134.7654430670225,127.37401789455332,5.501525149641573,57475.136970375665
0.18,8,50,0.03,0.12,39676.9543317418,137.03345776599693,136.3671964313849,129.63665474598338,4.847125499332305,57527.840595295434
0.2,12,40,0.04,0.3,42079.523094223885,135.7976920716999,134.78962220814333,127.3852000677166,5.174083000057905,57653.0315207789
0.16,8,50,0.02,0.24,39711.665528219375,137.81171687122728,136.89086698389343,129.35826580099152,4.520652702501038,57781.296414063865
0.2,8,35,0.03,0.12,41586.66885551471,136.17583621895244,135.2629584878632,128.04568414588599,5.174083000057905,57818.90274333165
0.2,10,35,0.03,0.2,42314.835951132845,135.78582249978956,134.78836157921143,127.40137816602038,5.174083000057905,57894.906921215756
0.22,10,45,0.05,0.2,41977.27426164907,136.10882020474605,135.1322526719653,127.73915992700107,5.501525149641573,57957.98586866728
0.18,8,40,0.02,0.3,41787.9027734411,136.36612457938776,135.3491220237049,127.87002403590388,4.847125499332305,57991.13964192028
0.18,10,35,0.02,0.16,41929.19804248171,136.27982879832769,135.3046876469487,127.91096738339898,4.847125499332305,58120.93906895136
0.18,10,45,0.03,0.16,40955.67012431839,137.04988340204417,136.144449618965,128.79336583269023,4.847125499332305,58189.82687352121
0.16,12,40,0.02,0.12,40758.327490001466,137.05112580102838,136.2151687140071,129.09325967354047,4.520652702501038,58210.89443473058
0.16,12,45,0.02,0.3,41057.145229060225,137.20142516510293,136.18205189723386,128.60253835585362,4.520652702501038,58225.33709523096
0.18,12,40,0.03,0.16,41620.86605105342,136.62953176890449,135.67430792107024,128.27953570565137,4.847125499332305,58257.681995559244
0.18,8,35,0.02,0.12,41560.30292833419,136.56372898284386,135.66294639629677,128.43757394794395,4.847125499332305,58274.84227349733
0.2,10,45,0.04,0.16,41562.88734122293,136.66967123188192,135.7430229841098,128.39390997462755,5.174083000057905,58303.509997811685
0.16,10,45,0.02,0.16,40651.55548803407,137.54354059894362,136.66323470814436,129.30528934141972,4.520652702501038,58531.82906800083
0.22,12,35,0.05,0.2,43243.808214373836,135.58020159064571,134.5829331630193,127.21848211419069,5.501525149641573,58592.739102175314
0.2,8,40,0.03,0.24,42404.976797581505,136.39649373774327,135.3871890750698,127.91449126431093,5.174083000057905,58654.338691669494
0.22,8,40,0.04,0.2,42751.04070070609,136.23977718697031,135.24433677349697,127.81092580153945,5.501525149641573,58846.59779513042
0.22,10,45,0.05,0.16,42606.7775000736,136.4659941705668,135.5203917027869,128.15909010734882,5.501525149641573,59069.78519706253
0.16,8,50,0.02,0.2,40445.70326404497,138.1811839276369,137.32681398884517,129.87693323486053,4.520652702501038,59114.505978913476
0.2,12,35,0.04,0.12,42717.175942708134,136.34824652263677,135.42140276334388,128.1562516613979,5.174083000057905,59115.696439424995
0.2,12,40,0.04,0.24,43002.64626535414,136.322417413082,135.31258509583367,127.84765981682996,5.174083000057905,59166.51470177526
0.22,10,35,0.04,0.24,43746.08757992289,135.8077551350786,134.8005064217672,127.39662307658095,5.501525149641573,59330.94315173053
0.18,12,35,0.02,0.2,43219.73214274499,136.47455697872908,135.46739018625766,127.99227170129333,4.847125499332305,59566.63838329728
0.2,10,50,0.04,0.3,42600.410307833336,137.4086381084177,136.4059940454893,128.8169317733038,5.174083000057905,60034.38933137782
0.16,12,45,0.02,0.24,42111.76605101439,137.83608603249655,136.83366309633203,129.2055851345225,4.520652702501038,60067.3686465473
0.22,10,50,0.05,0.3,43257.9637490838,136.94621665803092,135.94200470291048,128.406057765578,5.501525149641573,60145.121581687
0.18,8,40,0.02,0.24,43164.93092580816,137.13258517035013,136.11299155259454,128.54527040628093,4.847125499332305,60251.914014168506
0.2,8,40,0.03,0.2,43465.36100326633,136.99246564371253,135.9894510664151,128.4637589669791,5.174083000057905,60418.97266989269
0.2,10,45,0.04,0.12,42832.907745598015,137.29896951153566,136.4555149489983,129.29345639246543,5.174083000057905,60560.20723617577
0.2,12,40,0.04,0.2,43902.67590390823,136.82996378842245,135.82547842712512,128.31543522513545,5.174083000057905,60663.715839803685
0.22,10,50,0.05,0.24,43575.622405931805,137.13140638130753,136.1505176508817,128.6269222136358,5.501525149641573,60723.826735338516
0.22,10,45,0.05,0.12,43578.558666791156,136.9530166196094,136.07165751623978,128.85478475369464,5.501525149641573,60796.11747999464
0.2,10,50,0.04,0.24,43039.8890302018,137.6605953113986,136.68971065696692,129.11741390835957,5.174083000057905,60835.2692180535
0.2,12,35,0.03,0.3,44711.56611596875,136.30913968269292,135.28982315121772,127.81535867455014,5.174083000057905,60844.2904931063
0.22,8,40,0.04,0.16,43946.69793056247,136.90654533935253,135.93128318076816,128.4732936779967,5.501525149641573,60861.93559809583
0.18,10,50,0.03,0.3,42562.80307113821,138.15493709818472,137.15184337616978,129.47419957863278,4.847125499332305,60892.627124445746
0.16,8,50,0.02,0.16,41504.384738370805,138.6388418937482,137.89296340528864,130.65661946972784,4.520652702501038,61030.34079159079
0.22,12,35,0.05,0.16,44781.25873710133,136.3857878039196,135.39257080701424,127.95657002021956,5.501525149641573,61054.05369185526
0.18,10,45,0.03,0.12,42611.77597919011,137.85591232494573,137.05731502157886,129.9464126492844,4.847125499332305,61133.598680139745
0.2,10,35,0.03,0.16,44424.39631207165,136.88051788787732,135.88859821696025,128.40428731921833,5.174083000057905,61276.19530366374
0.22,10,50,0.05,0.2,43880.894902957094,137.2899670108233,136.33746412869112,128.84920050815808,5.501525149641573,61278.237568899196
0.22,10,35,0.04,0.2,45009.0774585213,136.45429665898655,135.44283813904818,127.96398627707369,5.501525149641573,61321.01211185181
0.2,10,50,0.04,0.2,43463.55517326675,137.87640738393762,136.94420376593158,129.41999593846023,5.174083000057905,61604.82485613884
0.18,12,45,0.03,0.3,43878.54501791731,137.79033207084825,136.75697790938187,129.09553054462742,4.847125499332305,61720.27677475528
0.16,12,45,0.02,0.2,43144.33870295304,138.42351318559682,137.4528409694382,129.8156171935945,4.520652702501038,61884.88052266296
0.18,10,50,0.03,0.24,43171.44699348711,138.4949658474537,137.5347768337888,129.87965678917587,4.847125499332305,62002.29757676074
0.22,10,50,0.05,0.16,44315.003299603835,137.48608495870556,136.57977853865754,129.18243946407998,5.501525149641573,62064.15780326892
0.18,12,40,0.03,0.12,43996.93455496411,137.8666271624212,136.98707594788794,129.68965562250264,4.847125499332305,62327.46135182575
0.16,10,45,0.02,0.12,42795.65758517948,138.56402908492578,137.81940769669364,130.76642673066715,4.520652702501038,62344.64063685008
0.18,8,40,0.02,0.2,44519.20343286402,137.8751478323539,136.86337979662358,129.22935250172776,4.847125499332305,62508.64535354613
0.16,10,50,0.02,0.3,43077.91690590789,139.15264889704082,138.14832423603647,130.35130368984372,4.520652702501038,62639.87857762701
0.2,10,50,0.04,0.16,44068.271993306684,138.1434443742945,137.2742412031051,129.87395658694288,5.174083000057905,62699.57640691612
0.2,12,40,0.04,0.16,45208.61399337154,137.5442792856119,136.56139316150743,129.0247926596623,5.174083000057905,62866.63796654123
0.2,8,40,0.03,0.16,45010.34277162724,137.8318352961495,136.85424084215396,129.29732589258907,5.174083000057905,63026.55967810542
0.18,10,50,0.03,0.2,43760.492246904134,138.78636395277326,137.8784805268514,130.28825788492762,4.847125499332305,63072.531226480554
0.22,8,45,0.04,0.3,45449.44555135025,137.66721069709604,136.63258533622957,128.98454886603346,5.501525149641573,63138.21607471117
0.22,12,40,0.05,0.3,46288.92668346162,136.9746799712256,135.94474267578397,128.38254220770932,5.501525149641573,63169.23335080018
0.18,12,45,0.03,0.24,44749.2963830192,138.3056854327261,137.2860444705731,129.58498088513699,4.847125499332305,63241.596806336966
0.22,10,50,0.05,0.12,44975.071265365375,137.73091155891422,136.89971481881037,129.72567822646357,5.501525149641573,63256.89233714414
0.2,12,35,0.03,0.24,46379.695173096676,137.1239712420722,136.09380805300762,128.51505335480584,5.174083000057905,63436.32891174285
0.18,12,35,0.02,0.16,45832.45990962707,137.7981450714217,136.7976581385908,129.2043934203808,4.847125499332305,63761.092329847444
0.16,8,50,0.02,0.12,43148.05804763025,139.2112054721507,138.6423667842056,131.9330377205812,4.520652702501038,63996.81140589065
0.22,8,40,0.04,0.12,45826.968202479235,137.88170215476202,136.9658616783686,129.58397668723464,5.501525149641573,64081.01838024559
0.18,10,40,0.02,0.3,46030.40386803272,138.01690187352202,136.97004416449792,129.26981302291568,4.847125499332305,64122.82651899966
0.16,10,50,0.02,0.24,43918.19228221641,139.6066346776444,138.65966692089063,130.89253250865482,4.520652702501038,64172.74746913582
0.22,8,45,0.04,0.24,46097.11032411662,138.0527174114181,137.02833234537874,129.3506758022948,5.501525149641573,64269.32632726976
0.22,10,35,0.04,0.16,46859.81084725152,137.39623299329435,136.38946950177657,128.82652481622455,5.501525149641573,64288.55007011906
0.2,8,35,0.02,0.3,47039.93679965196,137.36227444070465,136.3239674744383,128.70864060268187,5.174083000057905,64362.99579301527
0.2,10,50,0.04,0.12,44992.85009299437,138.47696750532964,137.71029911800065,130.61483902402665,5.174083000057905,64369.71784646644
0.18,10,35,0.02,0.12,45787.809102039355,138.2252416503736,137.3006973527021,129.86698708609762,4.847125499332305,64447.45541027299
0.22,8,35,0.03,0.3,47371.95441985246,137.17087903500942,136.13586626096486,128.54603478215967,5.501525149641573,64473.47041761687
0.22,12,40,0.05,0.24,47091.21647743725,137.4144752649021,136.38301849808045,128.76984767863408,5.501525149641573,64486.3599956473
0.16,12,45,0.02,0.16,44648.11602414053,139.20894553914533,138.30670003406092,130.73898696108733,4.520652702501038,64547.06700465547
0.18,10,50,0.03,0.16,44605.170887584,139.14711593708518,138.32451119981806,130.9018600422571,4.847125499332305,64601.665612071425
0.18,12,45,0.03,0.2,45597.61133372959,138.78231203296772,137.7883603675783,130.07967775002572,4.847125499332305,64734.916847379616
0.22,12,35,0.05,0.12,47226.906982573055,137.6259869908908,136.66472136681432,129.20266260836001,5.501525149641573,65055.979508634024
0.2,12,45,0.04,0.3,46850.06175244671,138.35931670263486,137.31278754983097,129.5723389573848,5.174083000057905,65356.27257098429
0.22,8,45,0.04,0.2,46724.94607248608,138.40895920431817,137.40373898534375,129.72039158415816,5.501525149641573,65373.97885770889
0.16,10,50,0.02,0.2,44735.31093924977,139.99594572087548,139.11898857520598,131.43848715461198,4.520652702501038,65657.85188718107
0.2,10,40,0.03,0.3,47507.154079055625,138.14321496349638,137.09323444750535,129.37529008004552,5.174083000057905,65745.09013884363
0.22,12,40,0.05,0.2,47870.660779241894,137.83961703428668,136.81259320768757,129.16137583870827,5.501525149641573,65784.28102785484
0.18,8,40,0.02,0.16,46504.79258431452,138.92219616066896,137.94216662851682,130.26878423068956,4.847125499332305,65864.84366561164
0.2,12,35,0.03,0.2,48028.397351903055,137.93289814524255,136.89739749889904,129.22428824666002,5.174083000057905,66040.16033184848
0.2,12,40,0.04,0.12,47266.26977894842,138.58936031838994,137.67015607646454,130.21478864623856,5.174083000057905,66391.83592516104
0.2,12,45,0.04,0.24,47559.57145280872,138.7725669446702,137.73699740151005,129.96464301160717,5.174083000057905,66596.24962330531
0.2,8,45,0.03,0.3,47336.224578712194,138.985375663643,137.93004678578487,130.10757870760514,5.174083000057905,66599.91357188617
0.18,10,40,0.02,0.24,47556.43772098058,138.82387930069254,137.77419640270267,129.97997678704405,4.847125499332305,66633.53984284883
0.2,10,35,0.03,0.12,47826.78445241873,138.5700101483253,137.62180243393908,130.1019162126364,5.174083000057905,66853.96998656674
0.18,12,45,0.03,0.16,46825.69959348594,139.41904479889993,138.48040452306162,130.82766778739116,4.847125499332305,66908.93405905094
0.18,10,50,0.03,0.12,45905.51397355265,139.5979752863772,138.91434837939113,131.90477569574105,4.847125499332305,66949.59704950402
0.22,8,45,0.04,0.16,47628.43337720564,138.88443072398553,137.9204165847535,130.27877091089155,5.501525149641573,66972.53732130975
0.22,8,35,0.03,0.24,49052.64570780192,137.97061091211293,136.92490172823696,129.2323737103659,5.501525149641573,67088.04868504153
0.2,8,40,0.03,0.12,47459.82715142933,139.06113600173683,138.15859721858973,130.69738735610898,5.174083000057905,67225.92011159263
0.22,10,40,0.04,0.3,49102.26880771472,138.27914527253228,137.2259768057632,129.48911673147228,5.501525149641573,67498.35724054574
0.2,8,35,0.02,0.24,49059.35808612336,138.31610634868923,137.26502842448855,129.52709561261426,5.174083000057905,67506.44543548282
0.22,12,35,0.04,0.3,49801.84644215523,137.82659719266593,136.7795176029641,129.1015801175362,5.501525149641573,67661.30988812433
0.22,12,40,0.05,0.16,48996.69101389366,138.4375369611434,137.4285105002619,129.75467063433692,5.501525149641573,67684.98198592097
0.16,10,50,0.02,0.16,45913.678879956446,140.47823478833539,139.7155726842375,132.25934889635175,4.520652702501038,67791.01557960344
0.2,12,45,0.04,0.2,48247.91623155648,139.15450906490108,138.13947397653212,130.36086390183308,5.174083000057905,67808.1177382724
0.2,10,40,0.03,0.24,48766.93596445949,138.80793149519238,137.75560938909013,129.96021513290862,5.174083000057905,67817.35150064921
0.2,8,45,0.03,0.24,48233.36164831339,139.49743592806925,138.45568354441684,130.59351764651976,5.174083000057905,68168.98004469804
0.16,12,45,0.02,0.12,47023.902082601955,140.28339914970704,139.52394702218749,132.27607296295497,4.520652702501038,68774.95425523425
0.22,8,50,0.04,0.3,48773.719671528794,139.64638990236728,138.60391248892753,130.71431755661976,5.501525149641573,68889.67911423334
0.16,12,50,0.02,0.3,47335.422072965725,140.90314987780957,139.8701726332368,131.83913252963643,4.520652702501038,69107.3384178105
0.18,10,40,0.02,0.2,49057.88947646084,139.60585761449818,138.56432204279906,130.69957889394516,4.847125499332305,69140.35763484903
0.22,10,35,0.04,0.12,49820.68944228203,138.84798504541797,137.87860603021812,130.28445710684872,5.501525149641573,69141.72212720629
0.22,10,40,0.04,0.24,50132.46005393622,138.82125265897474,137.76616328230747,129.9661103956626,5.501525149641573,69192.72803055773
0.22,12,45,0.05,0.3,50146.14216958806,138.98653512300962,137.92620084587267,130.09914982262322,5.501525149641573,69401.31534390907
0.22,8,45,0.04,0.12,49030.638416976195,139.5333176381435,138.65496924319842,131.20501287898094,5.501525149641573,69466.5912174809
0.2,12,45,0.04,0.16,49239.409690608045,139.66437555012135,138.69351902233325,130.95940918613124,5.174083000057905,69563.29714409675
0.2,8,45,0.03,0.2,49106.76586155695,139.97099355836147,138.95471624811563,131.0846390133003,5.174083000057905,69707.81585432753
0.22,8,35,0.03,0.2,50712.00486407372,138.76443801084076,137.71344011158993,129.92798135227383,5.501525149641573,69711.3817468853
0.22,8,50,0.04,0.24,49259.16374777716,139.90620602166572,138.8964289933294,131.02372255519956,5.501525149641573,69775.39615760407
0.2,10,40,0.03,0.2,50000.174887887115,139.45144518238533,138.4058036192252,130.55236571948643,5.174083000057905,69875.44740208339
0.2,12,35,0.03,0.16,50459.52831285345,139.1129526548151,138.08324653965485,130.30387816257732,5.174083000057905,69948.05071172598
