beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.085,11,550.0,425.0,0.003,60,0.07,0.08,2694.351860217709,108.52940526924162,107.66855367870755,95.23239302158149,4.762486803580357,2.145852582059639,2983.6537521896794
0.085,10,600.0,400.0,0.0025,60,0.05,0.08,2506.47955852394,106.9007900376332,106.03630134797382,95.32768881863618,4.805648188688405,4.827074107169986,2983.7639578346216
0.08,11,550.0,400.0,0.003,60,0.05,0.08,2342.6017702758945,107.53087524004047,106.84817475485458,97.64080055125787,4.520652702501038,42.751826382123156,2987.575157686986
0.085,10,550.0,425.0,0.003,60,0.05,0.16,2643.6292428647193,108.12613578087284,107.21225855153436,95.36763371841366,4.762486803580357,4.874036799508582,2988.40556562965
0.085,11,550.0,425.0,0.0025,60,0.05,0.12,2642.4012183408195,108.24347297504737,107.35820343757845,95.88215254675907,4.762302425822895,9.456105176117145,2989.994285061195
0.085,10,550.0,400.0,0.002,60,0.07,0.08,2718.3666603287925,108.69254063334242,107.82744147205172,95.2793536229937,4.805474533849852,2.269786009519012,2992.0200776383977
0.082,10,550.0,425.0,0.0025,60,0.05,0.12,2483.842145086405,106.64801877895357,105.82355414075161,94.99238274784325,4.592730633826614,2.83900864248052,2992.430914288874
0.085,11,550.0,425.0,0.003,60,0.05,0.12,2641.10019895398,108.52940526924162,107.6666521040328,96.36405805576084,4.762486803580357,15.6045378709704,2995.5656101147624
0.08,10,550.0,425.0,0.0025,60,0.05,0.08,2369.132938127338,105.85012383733611,105.12171060680289,95.63887045074284,4.479743197399055,9.121278738213565,2998.004562397922
0.08,11,550.0,400.0,0.003,55,0.05,0.08,2504.2261721813215,107.23933325247485,106.22291726160026,96.06189812467863,4.520652702501038,14.326912025697343,2999.913900829746
0.08,11,550.0,425.0,0.002,60,0.05,0.08,2392.9627595297334,105.95655616428523,105.1995781793371,95.47933945806153,4.479569813949191,7.218668747723687,3000.621742427255
0.085,11,550.0,450.0,0.003,60,0.05,0.12,2587.0969967763817,107.42363132622818,106.53006080288733,95.07937375773709,4.719160833998859,2.9064144189250554,3002.8900379230167
0.082,10,550.0,400.0,0.003,55,0.05,0.08,2552.8138820708414,107.6885679852951,106.63611253111428,96.1707784066891,4.634683323092759,15.237515144196683,3003.169287526178
0.085,10,550.0,425.0,0.002,60,0.05,0.12,2606.030971044209,107.55139895194647,106.65089965670798,95.06929377894838,4.7621179558535065,2.697883489023564,3006.6857741951503
0.085,10,550.0,400.0,0.002,60,0.05,0.12,2666.308368688461,108.69254063334242,107.82553725779243,96.41151726276046,4.805474533849852,15.934044952495453,3007.8166029640365
0.082,10,550.0,425.0,0.003,60,0.07,0.08,2520.7362074239877,106.9205448958618,106.11952548042184,94.37150231266178,4.592908359469039,0.0335934839299402,3009.0231216758616
0.082,10,600.0,400.0,0.003,60,0.05,0.08,2415.4111595947916,106.00283063524145,105.21026349193963,95.19911688896136,4.634683323092759,4.591777642891455,3010.0978283090158
0.082,10,550.0,425.0,0.003,60,0.05,0.16,2530.3025959636593,106.9205448958618,106.06145068716246,94.80719631724459,4.592908359469039,1.8775310616982344,3010.098486684784
0.085,11,550.0,425.0,0.0025,60,0.05,0.08,2559.3505213764624,108.24347297504737,107.42502588659165,96.99309752909207,4.762302425822895,26.335664475692035,3011.1744862993764
0.085,11,550.0,425.0,0.002,60,0.05,0.12,2653.4886734689694,107.95252071947854,107.04410339973603,95.38864881990024,4.7621179558535065,4.745085955619518,3013.2185730167193
0.085,11,550.0,450.0,0.002,60,0.05,0.08,2528.484000281738,106.81906003333566,105.94382513086775,95.15147407656679,4.718770370425185,3.5070511705510024,3015.154951723773
