beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.079,12,525.0,425.0,0.003,60,0.07,0.08,2427.291007180524,107.38303007813725,106.66112319670285,95.6236362285314,4.423438694470172,6.078840770001278,2840.195442133538
0.08,11,575.0,375.0,0.0025,60,0.07,0.06,2397.4593538875824,107.3808406694973,106.65488489079625,96.18281929503833,4.5612439008740235,12.381233332452931,2840.199030765169
0.08,10,575.0,375.0,0.003,60,0.08,0.06,2419.3746614755005,107.21882542537732,106.49533752944697,95.36366838165333,4.561396869632572,3.494139348752963,2840.2236826220137
0.081,11,525.0,425.0,0.0025,60,0.07,0.06,2405.832262692497,107.59550138464219,106.87396450848829,96.38894880176974,4.536230872300129,14.968071596609633,2840.298146715242
0.081,11,550.0,400.0,0.0035,62,0.07,0.08,2419.4874780714144,108.20637632120989,107.60427851787321,97.00836738553564,4.577826981705213,23.143103749687732,2840.4257344580783
0.082,10,525.0,425.0,0.0025,62,0.08,0.08,2474.66496860634,107.64134231242426,106.98865393487753,95.09896067798257,4.592730633826614,1.2599859988463389,2840.4561883646825
0.081,12,575.0,375.0,0.003,62,0.08,0.08,2545.948662051971,108.45067857436311,107.79849650397296,95.94023043730579,4.618925466105361,6.642561447025885,2840.519578828635
0.082,12,550.0,425.0,0.0035,62,0.08,0.08,2510.4543601766995,107.96980293226206,107.30377516523622,95.3578390938833,4.593085996270885,2.446468400812713,2840.581543508368
0.079,12,550.0,375.0,0.003,60,0.08,0.08,2548.1124170360604,108.52305142018238,107.7900874415706,95.78413550193048,4.5038808598588,5.912376715780361,2840.608905842459
0.08,11,575.0,400.0,0.0035,62,0.06,0.08,2305.230113194332,106.82317818257627,106.20292826140037,96.47134576449741,4.520815755717722,17.655755932369594,2840.6138812173554
0.081,12,550.0,425.0,0.0035,60,0.07,0.06,2403.432957764697,107.55249787314352,106.82413121088348,96.35043250629954,4.536581805812867,14.575769052119075,2840.7100995518945
0.079,12,550.0,400.0,0.0025,60,0.07,0.06,2372.897868650566,107.23700734207104,106.53086647422381,96.27096062531805,4.463494845059901,13.878584767409016,2840.7851611175274
0.082,10,575.0,375.0,0.0025,62,0.06,0.1,2442.4117126860556,107.81415745204163,107.14843457425847,96.30975239041591,4.676309768391018,13.540114716184801,2840.902857572647
0.081,12,550.0,425.0,0.0035,62,0.07,0.1,2462.2052558245796,107.55249787314352,106.89514932695097,95.32469117758943,4.536581805812867,3.0118308890379026,2840.9124535391716
0.081,12,575.0,400.0,0.0035,62,0.06,0.1,2417.8628132710173,107.64167704483668,106.98483939387536,96.34570830787445,4.577826981705213,14.48100225764913,2840.9144521017083
0.079,12,550.0,400.0,0.0025,62,0.08,0.08,2429.866749260434,107.23700734207104,106.6062374373449,95.11264251092238,4.463494845059901,1.5641235217266711,2840.9423374517005
0.079,12,550.0,425.0,0.0035,62,0.06,0.1,2334.0894364721053,106.71662355682184,106.10246421105785,95.95095002455572,4.423609693062169,10.52871438256938,2841.1084937780306
0.081,10,550.0,400.0,0.0035,62,0.06,0.1,2370.392338057849,107.81918490364147,107.21952805499511,96.97146057941937,4.577826981705213,24.668393927764015,2841.1129374520374
0.082,11,550.0,400.0,0.003,62,0.07,0.1,2530.2901738148566,108.37832941962071,107.72322539507907,96.00250565914037,4.634683323092759,8.138551495979067,2841.11419495221
0.082,10,550.0,375.0,0.0025,62,0.08,0.08,2558.098702262476,108.81825756129335,108.18923919784933,96.36324565471752,4.676309768391018,10.852822134313621,2841.1142927193246
0.081,10,575.0,400.0,0.0035,62,0.06,0.1,2363.9168077238287,106.83519578965196,106.19205059278048,95.69197351239976,4.577826981705213,7.331620292140178,2841.1265937239323
0.082,11,575.0,400.0,0.003,62,0.07,0.08,2442.418104551763,107.39588776477103,106.714672241189,95.52112708951694,4.634683323092759,4.458715101684813,2841.195035600914
0.079,12,525.0,425.0,0.003,60,0.07,0.06,2347.7158915738983,107.38303007813725,106.70866854262144,96.7052659269491,4.423438694470172,20.589276927223455,2841.237514933655
0.082,10,525.0,425.0,0.003,62,0.06,0.1,2403.828244264457,107.91636885089235,107.29340829274761,96.80019900377765,4.592908359469039,21.25033459802129,2841.3270452254246
0.08,10,525.0,400.0,0.0035,60,0.07,0.08,2439.527644356212,108.37460059442766,107.6999984068178,96.88874793527447,4.520815755717722,21.985874710670352,2841.383596098271
0.08,12,525.0,425.0,0.0035,62,0.07,0.08,2387.7760317905386,108.07538211111282,107.4943820765321,97.13516930465988,4.480089704331891,25.91925887598631,2841.466303282274
0.08,11,525.0,425.0,0.0025,62,0.07,0.06,2304.7595092884208,107.17669365067461,106.5766336402052,96.94304202097571,4.479743197399055,24.22088376446965,2841.475322037394
0.08,10,550.0,375.0,0.0035,58,0.08,0.06,2508.878383372624,108.38922896504043,107.53724218674509,96.11522882498129,4.561549761925887,10.261589401189038,2841.5119482349037
0.08,10,525.0,425.0,0.0025,62,0.06,0.1,2351.3420946463093,106.81412546017438,106.1981051151085,95.90968861802406,4.479743197399055,9.765930687638535,2841.514808875756
0.079,12,575.0,400.0,0.003,62,0.07,0.06,2299.0595850397435,106.56119441887404,105.93636687168646,96.23070589241195,4.463655896520535,13.624906463461741,2841.5248989421307
0.081,11,550.0,425.0,0.0035,62,0.06,0.08,2320.3639611624894,107.16503807721878,106.54301616793767,96.74038279235218,4.536581805812867,21.591779973739758,2841.548488560906
0.079,12,525.0,425.0,0.0025,60,0.07,0.06,2360.559658396484,107.11861630682507,106.42286040080496,96.25225878932885,4.4232676103575175,13.797959586509068,2841.5642567493296
0.08,11,550.0,375.0,0.0035,60,0.08,0.08,2563.504052622421,108.81435500853814,108.08984554234773,96.0747004065075,4.561549761925887,8.562872354116546,2841.5926971393433
0.08,10,550.0,400.0,0.003,62,0.07,0.06,2284.7458585741833,107.1498443357576,106.56643392940285,97.06873517334452,4.520652702501038,26.736904430096956,2841.615469116511
0.082,10,550.0,400.0,0.0025,60,0.07,0.06,2431.728054888211,107.72773158790518,106.98632677593301,96.28959224159921,4.6345160183722145,13.272384096131415,2841.711068689915
0.081,12,550.0,425.0,0.003,62,0.06,0.1,2406.876402330371,107.28680357461207,106.62190559262304,95.93252084132943,4.536406382923186,9.484749071466462,2841.711459349773
0.08,10,525.0,425.0,0.0035,60,0.06,0.1,2396.2075678476144,107.34299254623221,106.62985440480804,96.03361051879773,4.480089704331891,11.623386332079622,2841.71522529064
0.079,10,525.0,425.0,0.0035,60,0.07,0.06,2307.9614641038893,106.92061145908671,106.27907881814156,96.5557266592991,4.423609693062169,18.88201872736617,2841.7270879447206
0.081,11,550.0,425.0,0.003,62,0.06,0.08,2333.5023954268277,106.90030169618026,106.25704025206512,96.2901840168281,4.536406382923186,14.664794830761124,2841.7462677038734
0.079,10,550.0,375.0,0.003,60,0.08,0.08,2481.9306080538536,107.76048842722169,107.04069793949566,95.17240545472961,4.5038808598588,1.9870183740355258,2841.7540899975506
0.079,10,525.0,400.0,0.003,60,0.07,0.1,2468.1467805733737,107.69159288552996,106.96827965464522,95.43376252534888,4.463655896520535,4.3109603001008345,2841.781191925763
0.08,11,550.0,400.0,0.0025,62,0.07,0.06,2317.3952398293627,107.27873550896179,106.66852167827383,96.94736136939305,4.52048956773734,24.085688559779317,2841.789598088794
0.079,11,550.0,375.0,0.0035,58,0.08,0.06,2496.3999813850232,108.33160063726437,107.49118675604043,96.2077141906982,4.504031799288888,11.55242840702475,2841.8025907428764
0.079,10,525.0,400.0,0.0025,62,0.06,0.1,2331.3221359509275,107.44202919579139,106.8735002694194,96.93867474132065,4.463494845059901,24.78732212117019,2841.848490869647
0.079,11,525.0,375.0,0.0025,60,0.08,0.08,2552.6133395816937,108.85880235269123,108.1560638412806,96.3128953964426,4.503729844940119,11.348331394824134,2841.9442999958546
0.081,10,575.0,375.0,0.0035,62,0.06,0.1,2386.1247185694765,107.87336143798555,107.26108297529484,96.90710656215,4.619080312317814,23.328927759801363,2841.986671622365
0.079,12,575.0,375.0,0.0025,62,0.08,0.08,2444.5488837561643,107.35549363093766,106.71438761470775,95.13110986003605,4.503729844940119,1.5921114696602399,2842.014786904739
0.082,11,525.0,425.0,0.0035,62,0.08,0.1,2569.8373496658396,108.56107839806128,107.925610935441,95.41047078943247,4.593085996270885,2.4471706369555597,2842.0173416832426
0.081,12,575.0,400.0,0.0025,62,0.07,0.06,2374.0156774478264,107.13662679619536,106.46142854745713,96.23283636822597,4.577496625926858,12.678928141293788,2842.0204129945773
0.079,11,525.0,375.0,0.003,62,0.08,0.1,2542.2298845087016,109.09581086040683,108.54784345107927,96.80210158203639,4.5038808598588,17.02501391166451,2842.0984611609383
0.081,11,575.0,400.0,0.0035,62,0.06,0.08,2335.879723088941,107.2363323241711,106.60146140059958,96.69043291533609,4.577826981705213,20.55883263266889,2842.133744344699
0.079,11,525.0,425.0,0.0035,60,0.07,0.06,2318.682553641972,107.27994550357802,106.63243753745307,96.85019415960035,4.423609693062169,23.430437064013503,2842.1772303777875
0.079,11,550.0,425.0,0.0035,62,0.08,0.06,2314.145304253718,106.33973671121623,105.74501825953143,95.58754318767237,4.423609693062169,5.655125379061788,2842.193385794749
0.08,10,550.0,400.0,0.0035,60,0.06,0.1,2407.3174722597687,107.39669004555869,106.67110581199381,95.97098764949315,4.520815755717722,10.732588885260425,2842.234327166012
0.081,10,525.0,425.0,0.0035,62,0.06,0.1,2356.260630061197,107.76500194135609,107.17795664271739,97.03582745022757,4.536581805812867,26.04595285290542,2842.2793783958878
0.081,10,550.0,375.0,0.0025,62,0.08,0.1,2554.24037857648,108.38798553861426,107.75338425486761,95.26289932712695,4.618770542450457,1.7164567012893044,2842.341742188455
0.081,11,575.0,400.0,0.003,62,0.06,0.08,2347.2604878764805,106.98697820788257,106.3321329287465,96.26686733221423,4.577661845110503,14.178524857436006,2842.4033179545922
0.079,11,525.0,400.0,0.0035,60,0.08,0.06,2406.6557878223994,108.29949683812178,107.65902651047936,97.15075145985344,4.463816867475545,25.940961220698817,2842.442215510856
0.082,10,525.0,425.0,0.003,60,0.07,0.08,2489.057334810899,107.91636885089235,107.15778329502507,95.6475540552255,4.592908359469039,5.699998862156602,2842.489119871517
0.082,11,525.0,425.0,0.0025,62,0.07,0.1,2510.875553215826,108.01389967696096,107.34828349587156,95.56114594933608,4.592730633826614,4.312237637023269,2842.5948655826846
0.079,12,550.0,400.0,0.003,60,0.07,0.06,2362.577931891162,107.48613013034799,106.80011922689093,96.69735345581006,4.463655896520535,20.24911202868922,2842.634555647209
0.081,12,575.0,400.0,0.003,62,0.07,0.06,2364.9680054287255,107.39137964928372,106.73680939338144,96.66860329659269,4.577661845110503,18.936332485138323,2842.654648290102
0.08,11,525.0,425.0,0.0035,60,0.06,0.1,2415.6623807195124,107.70735842868557,106.98789219910643,96.32916455070509,4.480089704331891,15.257358458723148,2842.678039987515
0.079,12,550.0,400.0,0.003,60,0.07,0.08,2441.913805330298,107.48613013034799,106.75253803333574,95.61580929631327,4.463655896520535,5.897571826537444,2842.741859812385
0.08,12,550.0,425.0,0.003,62,0.07,0.08,2382.3543959676704,106.87312275943553,106.22717961685589,95.45355365973248,4.479916494178848,4.419359001163757,2842.7734192099656
0.08,12,550.0,400.0,0.0025,62,0.06,0.1,2406.0921623348972,107.66275192888253,107.02414024311584,96.52113899531463,4.52048956773734,17.06783947063746,2842.7985094585947
0.079,12,525.0,425.0,0.0025,62,0.08,0.08,2417.856195685396,107.11861630682507,106.49816229084563,95.09414882650594,4.4232676103575175,1.5362834709452875,2842.8002223668127
0.082,11,550.0,425.0,0.003,62,0.06,0.1,2416.9390920170104,107.30826958148405,106.63488276212702,95.82259698973479,4.592908359469039,8.166155791643233,2842.817107956671
0.081,10,550.0,400.0,0.0035,60,0.06,0.1,2441.4286626804906,107.81918490364147,107.07715877351782,96.18286171149127,4.577826981705213,12.926839240159698,2842.847102634228
0.08,10,575.0,400.0,0.0035,62,0.08,0.06,2330.462041024935,106.42747283516465,105.81243328080961,95.42923702216243,4.520815755717722,4.184609081081681,2842.856155146198
0.079,11,525.0,400.0,0.003,58,0.08,0.06,2485.8789127545747,108.01452338807847,107.16756386921095,95.842685557745,4.463655896520535,7.612587809726509,2842.8709578743756
0.082,11,575.0,375.0,0.003,62,0.08,0.08,2555.2409183434584,108.4668150014358,107.8063932220161,95.813442853393,4.676466647998723,5.394120912970925,2842.875663171478
0.082,12,575.0,400.0,0.0035,62,0.07,0.08,2481.1618386738874,108.05993646789061,107.39185497911538,96.27737851830689,4.63485054418189,11.798409139375657,2842.890211442337
0.082,10,525.0,400.0,0.003,62,0.08,0.1,2599.732893752992,108.99241938877833,108.37433928940645,95.9068729622286,4.634683323092759,5.828265200018079,2842.9112387855234
0.079,12,575.0,375.0,0.0025,60,0.07,0.06,2387.907165114531,107.35549363093766,106.6389475386912,96.28963581486319,4.503729844940119,13.959101314894053,2842.9331614322205
0.082,11,575.0,375.0,0.0035,62,0.08,0.08,2558.9371735474415,108.70647656189503,108.06525350803763,96.21332067071192,4.676623449186268,9.259366400665918,2842.9586047397806
0.08,11,525.0,425.0,0.003,60,0.07,0.08,2440.216896766743,107.44435064146299,106.71233579912644,95.53814905026098,4.479916494178848,5.210882396043122,2843.1250765230952
0.08,10,525.0,375.0,0.003,62,0.08,0.1,2559.1029905937944,109.18028647398681,108.62411115728256,96.72881118536621,4.561396869632572,15.676463724927798,2843.1518188799696
0.08,11,550.0,425.0,0.003,62,0.07,0.06,2298.790518009542,106.491886701594,105.87034297875871,96.14726405451452,4.479916494178848,12.517938837246424,2843.266583074927
0.081,11,525.0,425.0,0.0025,60,0.08,0.06,2463.2049727416065,107.59550138464219,106.85012051762331,95.47835640743168,4.536230872300129,4.030755232602656,2843.270397130876
0.08,12,550.0,400.0,0.0025,60,0.08,0.06,2467.9889744810985,107.66275192888253,106.91679220497421,95.58989934694634,4.52048956773734,4.90442315832694,2843.3290205289077
0.08,10,550.0,425.0,0.0035,62,0.08,0.06,2322.96432701208,106.37428905184281,105.77155357961196,95.49150635601534,4.480089704331891,4.741275674013432,2843.3979417173186
0.082,11,575.0,375.0,0.0025,62,0.08,0.06,2480.1535062021085,108.22285695451977,107.56407303531327,96.58106455622683,4.676309768391018,14.954070067992138,2843.4148243201257
0.079,11,525.0,425.0,0.0025,62,0.07,0.06,2280.5089921726585,106.75748539157657,106.1716293258825,96.71573203081941,4.4232676103575175,20.9434919965297,2843.502586974704
0.08,10,550.0,400.0,0.0025,62,0.06,0.08,2309.614656492181,106.89859932761938,106.28758420074863,96.56440299593874,4.52048956773734,18.939777023548015,2843.5464507348593
0.081,11,550.0,375.0,0.0025,62,0.08,0.08,2548.000812934038,108.77718082220086,108.15643479803835,96.46797586048632,4.618770542450457,12.339253853130892,2843.7113826056284
0.081,11,550.0,400.0,0.0025,62,0.07,0.1,2481.400749468257,107.69874737389162,107.0378984869377,95.366691624804,4.577496625926858,3.1397562796549288,2843.7343264928795
0.08,12,525.0,425.0,0.0025,60,0.07,0.06,2394.621415573705,107.54290278972049,106.83108549318956,96.4721031668464,4.479743197399055,16.371791774717742,2843.7837235041206
0.082,10,525.0,425.0,0.0025,62,0.07,0.1,2476.0082377828835,107.64134231242426,106.9821277290317,95.26289615861633,4.592730633826614,2.491441539402768,2843.801846594385
0.08,10,550.0,375.0,0.0035,60,0.07,0.08,2455.49471886693,108.4288106804186,107.7416585537092,96.8255671832458,4.561549761925887,20.744942811174912,2843.8358064041727
0.08,10,550.0,375.0,0.003,60,0.07,0.1,2519.14776544209,108.1951776131198,107.44390591273066,95.60534318643663,4.561396869632572,5.288349921468766,2843.8683707194496
0.079,12,575.0,400.0,0.003,62,0.08,0.06,2347.008652777084,106.56119441887404,105.9280800864434,95.45056486804862,4.463655896520535,4.271721373916278,2843.8898943506692
0.081,10,550.0,375.0,0.0035,60,0.08,0.08,2576.404281918899,108.86680673185725,108.1324227604708,95.9728109500966,4.619080312317814,7.361373824792766,2843.922002355344
0.082,11,525.0,425.0,0.003,62,0.07,0.08,2455.32131494053,108.28987965774556,107.66462682793083,96.82192534254979,4.592908359469039,19.591912826190935,2843.9802829121454
0.08,11,550.0,375.0,0.003,62,0.07,0.1,2484.324307222898,108.57989007969046,107.9869826081245,96.82149884567856,4.561396869632572,19.28637828117887,2843.991539658116
0.082,11,550.0,425.0,0.003,62,0.06,0.08,2367.1942838945834,107.30826958148405,106.65014997797395,96.50253033487375,4.592908359469039,17.22249659758028,2844.0192439310845
0.081,12,525.0,425.0,0.0025,60,0.08,0.06,2495.909117478981,107.96679543216617,107.21480714249417,95.77674291172985,4.536230872300129,6.284521735611459,2844.0624380100553
0.08,11,550.0,425.0,0.0035,62,0.06,0.08,2294.3286977003477,106.75259839284402,106.14498292071929,96.52019461499523,4.480089704331891,18.59477673753585,2844.145094617195
0.079,10,575.0,375.0,0.003,60,0.07,0.06,2339.6321352197965,106.79903787344409,106.11483205546722,96.04463534147538,4.5038808598588,11.415669346477143,2844.2987445961508
0.082,11,525.0,425.0,0.003,62,0.08,0.06,2435.725575888577,108.28987965774556,107.67463091981865,97.04404353868449,4.592908359469039,22.555469887160957,2844.328578456644
0.079,11,575.0,400.0,0.0035,62,0.07,0.06,2274.381666633574,106.40959585393834,105.81073440154799,96.32098090262971,4.463816867475545,15.197412815776232,2844.3843152601653
0.08,12,575.0,400.0,0.003,62,0.07,0.08,2396.759988367283,106.97650562009075,106.31883268196631,95.4451527134755,4.520652702501038,4.2604926162364345,2844.4117094517496
0.079,10,525.0,425.0,0.003,62,0.06,0.1,2318.6220868454325,106.66254149497267,106.08239538712405,96.14640416942672,4.423438694470172,13.115321449230919,2844.4217463591517
0.081,11,550.0,400.0,0.0035,62,0.08,0.06,2400.9524281771646,108.20637632120989,107.61415696758448,97.22832072698989,4.577826981705213,26.324312640797938,2844.422125700864
0.081,12,550.0,425.0,0.0025,62,0.08,0.06,2404.8496059629133,107.01641879651764,106.343322054343,95.41567400409448,4.536230872300129,3.5743239825335316,2844.46635865704
0.079,11,550.0,400.0,0.0035,60,0.06,0.1,2397.251565727699,107.35045187760187,106.63463289936813,96.06326936376313,4.463816867475545,12.025730870918055,2844.478209415572
0.08,11,575.0,375.0,0.0025,62,0.07,0.06,2332.2511397643534,107.3808406694973,106.76045599110446,96.95165184230375,4.5612439008740235,23.950433930756738,2844.509608100038
0.079,10,525.0,425.0,0.0025,62,0.08,0.06,2323.914073161125,106.39990359257722,105.81153906187679,95.64017324002289,4.4232676103575175,6.018382906818394,2844.52010682294
0.079,10,550.0,400.0,0.003,62,0.07,0.06,2263.4717058939596,106.73078344009143,106.161306694619,96.83937175185083,4.463655896520535,23.249704062296498,2844.537657922276
0.08,10,575.0,375.0,0.0035,60,0.06,0.1,2419.977167654817,107.45038157128421,106.71234140053352,95.90837666106466,4.561549761925887,9.877746544143278,2844.720130855561
0.08,12,550.0,375.0,0.0025,62,0.08,0.08,2535.322709146404,108.72899588843583,108.11662405488846,96.56712602145605,4.5612439008740235,13.85348561901943,2844.9108256092863
0.081,10,550.0,400.0,0.0025,62,0.06,0.08,2338.3058580577635,107.31337508244717,106.68786289654376,96.78507537057764,4.577496625926858,21.966158929404845,2844.941884031926
0.08,12,575.0,375.0,0.0025,62,0.07,0.1,2489.743257316072,107.78269813586807,107.11999268086251,95.49401645310914,4.5612439008740235,4.022469420559117,2845.0593324723127
0.079,10,550.0,375.0,0.0025,60,0.06,0.1,2412.68726140134,107.52635046696446,106.80952004732674,96.15930040419553,4.503729844940119,12.97740989684074,2845.0686194402633
0.08,10,525.0,375.0,0.0025,60,0.08,0.08,2569.27881626065,108.94032267979061,108.227383254211,96.23460715484056,4.5612439008740235,10.20635950934978,2845.093510074175
0.079,12,525.0,400.0,0.003,60,0.07,0.1,2523.8234570643576,108.41896478763984,107.68306553320888,96.01917545900625,4.463655896520535,9.351908233732429,2845.1616604406327
0.079,11,525.0,425.0,0.0035,60,0.06,0.1,2385.9196454925373,107.27994550357802,106.57670246030591,96.11093453267176,4.423609693062169,12.785209877946762,2845.182974617808
0.079,10,550.0,375.0,0.003,60,0.07,0.1,2479.566638757547,107.76048842722169,107.02605940545386,95.39820941629131,4.5038808598588,3.971661751281916,2845.216886984405
0.08,10,525.0,400.0,0.003,58,0.08,0.06,2499.6844238300914,108.08606323943543,107.2271865603603,95.76085900608699,4.520652702501038,6.664183618565807,2845.238449767339
0.079,11,525.0,425.0,0.0025,62,0.06,0.1,2342.3243140583404,106.75748539157657,106.15001061484232,95.98784926883182,4.4232676103575175,10.847390636015641,2845.2397328195866
0.079,10,550.0,375.0,0.003,60,0.06,0.1,2402.9010388513084,107.76048842722169,107.06256116977117,96.55864793968469,4.5038808598588,18.73300858242816,2845.2498075069516
0.081,10,525.0,400.0,0.003,60,0.08,0.06,2472.912330259861,108.55915282024834,107.87373243972145,96.88280997600586,4.577661845110503,20.314379535822056,2845.258112068612
0.081,10,525.0,425.0,0.0025,62,0.06,0.08,2326.724025900468,107.22794126630959,106.61243963116146,96.7954121742784,4.536230872300129,22.32982411679355,2845.3541004174963
0.081,11,525.0,400.0,0.0025,62,0.08,0.1,2582.2073165017628,108.67290879518387,108.04222304869896,95.56899973748823,4.577496625926858,3.3773965933618655,2845.385396417543
0.08,11,550.0,375.0,0.0035,62,0.08,0.08,2491.1990371135735,108.81435500853814,108.24686343227745,97.05358869527849,4.561549761925887,21.566309021136227,2845.410251866841
0.082,12,525.0,425.0,0.003,62,0.08,0.08,2560.082834641847,108.66722768238425,108.02417084225154,96.16344364465881,4.592908359469039,8.737664514818958,2845.4234358132317
0.08,12,550.0,400.0,0.003,60,0.07,0.08,2484.1852195858037,107.9157949217522,107.16544567010888,95.82577371160733,4.520652702501038,7.512355203112832,2845.4311064109265
0.08,10,550.0,425.0,0.0035,62,0.07,0.06,2274.9004920530974,106.37428905184281,105.77993476848783,96.28158414964192,4.480089704331891,14.61840471562559,2845.4477174828503
0.079,11,550.0,375.0,0.0035,60,0.08,0.06,2424.121414964485,108.37066815522124,107.71753611277623,97.10258186858525,4.504031799288888,24.8451066150545,2845.4728371566353
0.079,10,525.0,375.0,0.0025,62,0.07,0.1,2436.0923229983205,108.49424950698267,107.9460484684303,97.14749925818596,4.503729844940119,25.32805270459038,2845.506993988793
0.081,12,575.0,375.0,0.0035,62,0.08,0.08,2550.6419079040115,108.68760357769784,108.054432577401,96.33626692130152,4.619080312317814,10.834416520529057,2845.5083473075074
0.079,12,550.0,400.0,0.0025,62,0.07,0.1,2431.522470935322,107.23700734207104,106.59997003658216,95.27060601405007,4.463494845059901,2.8673095468651937,2845.5216618704108
0.079,10,550.0,375.0,0.0025,60,0.07,0.06,2347.5069780698286,107.52635046696446,106.8653670115312,96.89891473759994,4.503729844940119,23.692495948681177,2845.5377572704756
0.079,10,525.0,375.0,0.003,60,0.08,0.1,2578.307820093953,108.73046325006032,108.00147082254284,95.48574884081577,4.5038808598588,3.4770647336920755,2845.6625991149826
0.079,12,525.0,425.0,0.0035,60,0.06,0.1,2403.6615448894236,107.64284488608199,106.93337901974444,96.40607179365676,4.423609693062169,16.5802142515872,2845.924643320349
0.081,10,550.0,400.0,0.0035,60,0.07,0.06,2376.5011652750118,107.81918490364147,107.13454192948655,96.94048981457993,4.577826981705213,23.917511711130143,2845.9535828482767
0.079,11,575.0,375.0,0.0035,60,0.06,0.1,2410.449352968688,107.42096993300399,106.69256126307846,96.0155973212007,4.504031799288888,11.28969606897146,2845.9584700569376
0.082,11,575.0,400.0,0.0035,60,0.07,0.06,2433.3991122351254,107.6490494995798,106.8982462920829,96.19402097412011,4.63485054418189,12.174438646889936,2846.050269988034
0.08,12,575.0,400.0,0.0025,62,0.07,0.06,2340.5909343091735,106.72563102838897,106.06566232650633,96.02061532462224,4.52048956773734,10.513909100041616,2846.1025975659672
0.08,11,550.0,400.0,0.0035,60,0.06,0.1,2431.6513843587854,107.77859994044914,107.04634033125485,96.28041258934746,4.520815755717722,14.409984378882355,2846.217287556495
0.08,12,550.0,425.0,0.003,62,0.06,0.08,2324.841930208317,106.87312275943553,106.23817162365347,96.38757425989557,4.479916494178848,16.235325805979006,2846.2422170538885
0.081,11,550.0,400.0,0.0025,60,0.07,0.06,2423.49194455423,107.69874737389162,106.96679142777427,96.39285241462422,4.577496625926858,14.855638320571517,2846.3449098362657
0.081,10,525.0,425.0,0.003,60,0.07,0.08,2452.0970271544297,107.49882108360593,106.75679558443578,95.44720978924255,4.536406382923186,4.372394419854542,2846.44231528966
0.079,10,525.0,400.0,0.003,60,0.06,0.1,2392.1078349626127,107.69159288552996,107.00476483574828,96.59461839197087,4.463655896520535,19.47454077778029,2846.450281294278
0.081,11,575.0,400.0,0.0025,62,0.07,0.06,2349.483276905505,106.73318550379278,106.06492965308776,95.90483751327258,4.577496625926858,9.061692986979304,2846.4805784600444
0.081,10,575.0,375.0,0.0025,62,0.06,0.08,2351.692849952804,107.39884501517633,106.76330842851007,96.77471219970207,4.618770542450457,21.60516482515171,2846.489052128225
0.08,12,575.0,375.0,0.0035,62,0.08,0.1,2544.478182578941,108.2534669925594,107.61515818686162,95.24351514061824,4.561549761925887,1.743458406779969,2846.518659258197
0.08,12,575.0,400.0,0.003,62,0.06,0.08,2339.2874015099537,106.97650562009075,106.32983295105082,96.37908907267337,4.520652702501038,15.923788275091827,2846.555863926825
0.082,10,550.0,400.0,0.003,62,0.06,0.1,2421.5838732725224,107.9867746106566,107.35229181342997,96.76170729249307,4.634683323092759,20.429545676512763,2846.5597355295895
0.079,11,525.0,400.0,0.0035,60,0.07,0.08,2427.126908768961,108.29949683812178,107.63449196387153,96.95838718211448,4.463816867475545,23.47042725654648,2846.655573253256
0.079,12,575.0,375.0,0.0025,62,0.07,0.1,2446.1669364983627,107.35549363093766,106.70811453870017,95.28909699232251,4.503729844940119,2.904352977494082,2846.678284284688
0.079,10,525.0,400.0,0.0025,60,0.06,0.1,2403.579230290671,107.44202919579139,106.73502628219549,96.16855640226774,4.463494845059901,13.239297301953114,2846.680465610969
0.079,12,575.0,375.0,0.003,60,0.07,0.06,2379.895360907603,107.58929277234573,106.89161294299518,96.6894100679877,4.5038808598588,19.911427910121652,2846.6949352081083
0.082,10,525.0,425.0,0.003,60,0.07,0.06,2410.0843507189875,107.91636885089235,107.20733473839798,96.76903352285123,4.592908359469039,20.549435544318634,2846.8036136978703
0.081,12,550.0,425.0,0.0035,60,0.08,0.06,2461.6970045226426,107.55249787314352,106.80029865856125,95.44017370906451,4.536581805812867,3.8301167658846857,2846.8071366338645
0.08,10,575.0,375.0,0.0025,60,0.07,0.06,2376.559201209811,106.98310883084599,106.26410317176185,95.85983675521588,4.5612439008740235,8.858693433707389,2846.810760566427
0.079,10,525.0,375.0,0.0025,58,0.08,0.06,2502.6524225628104,108.45514140392643,107.62598130230849,96.36572527674524,4.503729844940119,13.43103625373345,2846.895180146454
0.081,10,525.0,425.0,0.0035,60,0.07,0.06,2362.3662897007716,107.76500194135609,107.09299662919553,97.00483064943231,4.536581805812867,25.273281050173203,2846.944072623747
0.081,10,575.0,375.0,0.0035,60,0.07,0.06,2392.236716975491,107.87336143798555,107.17607075497806,96.87616182217866,4.619080312317814,22.599787561017024,2847.0028063676646
0.08,11,550.0,375.0,0.003,60,0.08,0.08,2563.464117841602,108.57989007969046,107.83675739430342,95.6839460410705,4.561396869632572,4.933485651462919,2847.0394986467486
0.079,12,575.0,400.0,0.0035,62,0.06,0.08,2297.4609165336065,106.80387621907973,106.19161371140515,96.57388201484723,4.463816867475545,19.450001111256732,2847.138022963086
0.08,11,550.0,400.0,0.003,60,0.07,0.08,2454.5859964354468,107.53087524004047,106.78731555249479,95.51572179830671,4.520652702501038,4.932799808276454,2847.1675901638223
