beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,sse,peak,mid_mean,late_mean,jump_pct,tail_err,loss
0.08,10,550.0,425.0,0.0025,58,0.06,0.08,2590.8867268224344,105.81180284327671,104.87788958840115,93.86091675053984,4.479743197399055,0.1504283261852105,3273.385402473558
0.08,12,525.0,425.0,0.0025,58,0.08,0.08,2732.17887720926,107.49103898478849,106.46322191025766,93.36396700738754,4.479743197399055,3.4759719334024117,3273.490816844444
0.08,12,575.0,425.0,0.003,62,0.08,0.08,2554.4118982720415,105.94280870060031,105.24319110330778,93.32061285256813,4.479916494178848,3.785697427753088,3273.8843440086157
0.08,12,525.0,375.0,0.0035,62,0.08,0.08,2739.882258643247,110.16240896765687,109.6340853416547,98.62824326466955,4.561549761925887,54.655169616682606,3273.893250541477
0.082,10,525.0,400.0,0.0035,58,0.06,0.06,2568.27685165242,109.21862636928682,108.43985929125938,98.71156957432422,4.63485054418189,67.66921520998423,3274.0765614851853
0.081,12,525.0,375.0,0.0025,60,0.08,0.06,2789.0253610279715,110.13968379257865,109.45400539699571,98.33511129496799,4.618770542450457,48.61193571494208,3274.208083546022
0.08,12,550.0,400.0,0.0025,58,0.08,0.08,2747.7344357672405,107.6108316436817,106.57214577209758,93.38189212404596,4.52048956773734,3.442053356582864,3274.2835613142693
0.079,10,575.0,400.0,0.0035,62,0.08,0.1,2559.1202144903805,106.01931609562364,105.37893755865312,93.24760930256464,4.463816867475545,4.313154336153624,3274.5329083265315
0.081,12,575.0,400.0,0.0035,58,0.07,0.1,2760.826059229818,107.58475191336849,106.49898159334995,93.47823539114978,4.577826981705213,2.2308972586632128,3274.6223908293114
0.082,11,525.0,425.0,0.0025,58,0.08,0.08,2787.2458988802478,107.96051843186785,106.89767602174807,93.41668878838658,4.592730633826614,3.486907079070437,3274.8593227258075
0.08,11,550.0,425.0,0.003,60,0.08,0.08,2615.4288118993277,106.491886701594,105.68777542499717,93.27051415218246,4.479916494178848,3.997730721812615,3274.965435642339
0.082,10,575.0,425.0,0.0025,62,0.07,0.08,2545.015437783947,105.66372705706613,104.93646404202403,93.50749924985827,4.592730633826614,2.0176785128984345,3275.051031607145
0.081,12,550.0,375.0,0.0035,62,0.08,0.06,2655.9096029953357,109.65267607693823,109.08597821902853,98.78514503483377,4.619080312317814,61.234077941268225,3275.5473560598675
0.082,10,525.0,425.0,0.0025,58,0.07,0.1,2755.855007623083,107.58371907011487,106.50416785211159,93.4313868420357,4.592730633826614,2.558143185807959,3275.855343965731
0.081,11,575.0,425.0,0.003,60,0.06,0.1,2592.614872824127,105.9418292840007,105.10095564155365,93.60331731580516,4.536406382923186,0.9727911311058416,3275.919492718388
0.079,11,525.0,425.0,0.003,58,0.08,0.08,2676.4094144553533,106.97003220376007,105.99094762045338,93.33957426688018,4.423438694470172,3.236046344253896,3276.0976859170946
0.081,12,575.0,400.0,0.0025,58,0.07,0.08,2712.322897571285,107.0908347515449,106.05103346007907,93.50603186467085,4.577496625926858,2.0192217214148793,3276.1248613627563
0.08,12,550.0,425.0,0.0025,60,0.07,0.1,2644.4845944916715,106.60685191911179,105.75999057001741,93.35359504201493,4.479743197399055,2.920912797709758,3276.3376720582846
0.08,12,575.0,425.0,0.003,58,0.07,0.06,2590.6278870107,105.90891280515953,104.97182235475904,93.70025674097613,4.479916494178848,0.7024912000736524,3276.420324949327
0.081,11,525.0,375.0,0.0025,62,0.07,0.08,2674.2520003376894,109.76098762329313,109.19658950344729,98.71113421527808,4.618770542450457,60.091595194584855,3276.4224943765603
0.08,10,550.0,425.0,0.0025,60,0.07,0.08,2575.815879225935,105.85012383733611,105.06180511084995,93.55533637771507,4.479743197399055,1.4830533219333977,3276.5713804012544
0.081,11,575.0,400.0,0.0025,58,0.06,0.1,2679.7727178708146,106.68477800192045,105.64130612122851,93.61316408606045,4.577496625926858,0.9640734129532038,3276.831485015156
0.081,12,550.0,425.0,0.0025,58,0.07,0.08,2697.616699224937,106.97067696842016,105.94184117520915,93.48839363964515,4.536230872300129,2.043280213197911,3277.2468290473657
0.079,10,550.0,425.0,0.0035,58,0.06,0.1,2605.636530582652,105.91973241645562,104.97533785647855,93.81953363733781,4.423609693062169,0.1756262493881329,3277.3798460812395
0.08,11,575.0,400.0,0.003,60,0.08,0.08,2624.5107912858753,106.57761621992513,105.76201190812242,93.24858145268192,4.520652702501038,4.244565130092096,3277.410050437182
0.081,12,575.0,400.0,0.0035,60,0.08,0.1,2736.3148453944764,107.64167704483668,106.76817628392693,93.22177037531713,4.577826981705213,5.163911939944,3277.503819587075
0.082,12,525.0,375.0,0.0035,58,0.08,0.1,3137.667016098589,111.02186339779304,109.94910139786566,96.03334315419502,4.676623449186268,7.0234448392731,3277.95375749683
0.08,10,575.0,425.0,0.0025,60,0.06,0.06,2499.712724245584,104.89469346948819,104.1359443762118,94.27306583088817,4.479743197399055,0.21837736902670613,3278.0824035769188
0.08,12,575.0,375.0,0.0025,58,0.08,0.08,2766.0442092781045,107.73072132563857,106.68114570459389,93.3997906702544,4.5612439008740235,3.40857110206512,3278.0972562921697
0.08,11,575.0,425.0,0.0035,58,0.06,0.08,2585.591825987586,105.76786534100438,104.82745791811517,93.8220503832866,4.480089704331891,0.19317278407766794,3278.272838922691
0.081,11,575.0,425.0,0.003,60,0.08,0.06,2573.1336457110488,105.9418292840007,105.13382714021884,93.44948046917685,4.536406382923186,2.4279922525789988,3278.3874987093586
0.079,11,550.0,400.0,0.003,58,0.08,0.08,2685.615469419974,107.05554610459332,106.06495702950251,93.3183149282707,4.463655896520535,3.453351240562286,3278.9609995309397
0.08,10,575.0,425.0,0.0025,62,0.06,0.08,2494.7317109533637,104.89469346948819,104.20918555430754,94.06987732494323,4.479743197399055,0.0028027112011938457,3279.2965580126042
0.082,10,575.0,425.0,0.0025,60,0.06,0.08,2569.5247116259297,105.66372705706613,104.83046609794155,93.71296097773133,4.592730633826614,0.5915169189789921,3279.6958936966803
0.082,12,525.0,400.0,0.0025,58,0.08,0.1,2981.1251438301206,109.42053315850927,108.2802482374204,93.96238821894553,4.6345160183722145,1.0866420670033183,3279.966846229093
0.079,10,525.0,375.0,0.0025,60,0.06,0.06,2409.2729142662247,108.49424950698267,107.89957248829774,99.07908523892883,4.503729844940119,80.67980768003792,3280.1707958231486
0.081,11,550.0,425.0,0.0025,58,0.06,0.1,2670.64380910361,106.58252985541888,105.5496331916041,93.60940337934,4.536230872300129,0.9356222832520289,3280.5673003181178
0.081,11,525.0,400.0,0.0025,58,0.08,0.1,2862.52115859557,108.60727248737554,107.49767209368804,93.49523233805533,4.577496625926858,3.1171637687568428,3280.6393298063317
0.082,10,525.0,425.0,0.0025,60,0.08,0.1,2731.3857902714417,107.64134231242426,106.77667048427341,93.17163363631954,4.592730633826614,5.7011418808207965,3280.792799365019
0.081,12,525.0,425.0,0.0035,58,0.08,0.1,2841.4008673128274,108.44201968665936,107.3368704960395,93.44003703404573,4.536581805812867,3.3214862402779737,3281.116707496262
0.082,12,575.0,425.0,0.0025,58,0.07,0.06,2651.658205260914,106.43431284790803,105.4370462224387,93.60572875064081,4.592730633826614,1.2960954337298385,3281.208428140673
0.079,10,575.0,400.0,0.0035,58,0.06,0.1,2610.8912709056126,105.97241118259373,105.01580813790922,93.75937513883557,4.463816867475545,0.2995345429088172,3281.431663393394
0.079,10,575.0,425.0,0.0035,62,0.07,0.08,2500.785439695304,105.02100081863183,104.38107207200694,93.84437482850291,4.423609693062169,0.37711069833373295,3281.80732402066
0.082,12,525.0,375.0,0.003,58,0.07,0.1,3042.973548326981,110.785613983764,109.77000419477274,96.97517108981124,4.676466647998723,20.966933146886102,3281.904087766326
0.079,12,550.0,375.0,0.0025,62,0.06,0.06,2395.8823395550976,108.28725492333805,107.72710032296308,99.09301591111029,4.503729844940119,80.42613768627487,3281.9207154145793
0.08,11,575.0,425.0,0.0035,60,0.07,0.08,2570.352419714658,105.8061723243034,105.01128845922935,93.51658842727016,4.480089704331891,1.6105340488092281,3282.078475806815
0.079,10,525.0,400.0,0.003,58,0.08,0.1,2743.777292852214,107.62813179302167,106.58975611441008,93.27474749551712,4.463655896520535,3.9301845689461543,3282.138574134664
0.082,12,525.0,425.0,0.0035,58,0.08,0.1,2901.1296579025834,108.87277081122572,107.74508895796396,93.61093860379424,4.593085996270885,2.5123983374397705,3282.2605929989454
0.079,12,575.0,425.0,0.0025,60,0.07,0.06,2531.1368348703772,105.28286195142606,104.5038176617456,93.83665589099785,4.4232676103575175,0.31317061250237765,3283.3570074876575
0.08,12,525.0,375.0,0.0025,62,0.07,0.08,2657.2449303602075,109.68346843259036,109.12719750807597,98.77251034615249,4.5612439008740235,62.32121469187396,3283.567949466468
0.082,10,550.0,400.0,0.0025,58,0.07,0.1,2771.2939303456697,107.67006269012353,106.5800446374291,93.42089331549273,4.6345160183722145,2.683378001858864,3283.9979019118655
0.079,11,575.0,375.0,0.003,58,0.08,0.08,2696.8035216528274,107.14109457808485,106.13898539913995,93.29703188517529,4.5038808598588,3.6778290302933243,3284.002336741669
0.081,10,575.0,425.0,0.0035,62,0.08,0.08,2544.6230070860215,105.80691535610629,105.12642183438602,93.29623618482749,4.536581805812867,3.88744131731936,3284.14245724572
0.082,11,525.0,400.0,0.003,58,0.06,0.06,2624.606554862111,109.338938962803,108.53303459917478,98.58184168967954,4.634683323092759,63.18171884235337,3284.157771450716
0.082,12,525.0,375.0,0.0025,58,0.08,0.06,2952.895964420272,110.55426783692805,109.65432574841654,97.63065274994683,4.676309768391018,32.063167548906456,3284.2490850701683
0.079,11,575.0,425.0,0.003,62,0.07,0.08,2510.699070650774,105.15315385291964,104.48639399483372,93.7291656634003,4.423438694470172,0.747470482123549,3285.385486868736
0.082,12,525.0,375.0,0.0025,58,0.07,0.08,2968.07549324675,110.54785201516471,109.60104310279753,97.46336611413582,4.676309768391018,30.101257575157682,3285.481360557712
0.081,11,575.0,425.0,0.003,62,0.07,0.1,2571.7781159126034,105.9418292840007,105.22723929453477,93.33625343768689,4.536406382923186,3.146883741212645,3285.537737432586
0.082,12,525.0,400.0,0.0035,58,0.07,0.06,2771.8484224248136,109.9733456502861,109.1315864141562,98.26637952405578,4.63485054418189,50.63522124945261,3285.6530274293928
0.082,11,550.0,400.0,0.0025,58,0.08,0.08,2808.7163787872605,108.06491368487227,106.99121292443911,93.42009718318789,4.6345160183722145,3.545433443000568,3286.13520786985
0.079,11,550.0,375.0,0.003,62,0.06,0.06,2354.408530291568,108.13985664191974,107.60511345554815,99.18539237454303,4.5038808598588,84.26817630694447,3286.214303338124
0.081,12,575.0,425.0,0.0035,58,0.06,0.1,2670.3457168447917,106.5573563142637,105.51748647763038,93.58581243191288,4.536581805812867,0.9865362952956671,3286.3649963825715
0.082,12,550.0,400.0,0.0035,60,0.06,0.06,2567.9648966381237,109.03034865769261,108.34062846445431,98.74397410924061,4.63485054418189,67.78667510815737,3286.382187555978
0.08,11,575.0,425.0,0.0025,62,0.06,0.1,2531.334045747909,105.2847333755707,104.57784007541711,93.73654636537523,4.479743197399055,0.54954779127103,3286.536207502078
0.082,11,525.0,400.0,0.0025,58,0.08,0.1,2925.8937407728295,109.0405947795584,107.90834290327675,93.66668229825932,4.6345160183722145,2.3353312884219686,3286.94638142439
0.081,10,575.0,425.0,0.0035,58,0.07,0.06,2582.0251998546596,105.77264077198728,104.85197068482428,93.68083367895395,4.536581805812867,0.722671663458896,3287.3143557378967
0.082,12,525.0,375.0,0.0035,60,0.08,0.1,3072.524404034456,111.08969666551685,110.31467184213095,97.11003025505666,4.676623449186268,20.248656604626657,3287.6235907841838
0.079,11,525.0,400.0,0.003,62,0.06,0.06,2338.0201218526677,108.05348333760249,107.5300704804841,99.20794989910974,4.463655896520535,85.42993520295389,3287.708465842705
0.081,11,525.0,400.0,0.0035,58,0.06,0.06,2557.656318164512,109.15480340054545,108.38656035012855,98.77618321096614,4.577826981705213,70.02675988359819,3288.5433701130346
0.082,12,550.0,425.0,0.0035,58,0.08,0.08,2791.790610395747,107.91644081060645,106.84683533778079,93.37853977308029,4.593085996270885,3.6744563471463447,3289.0800329748376
0.082,10,550.0,400.0,0.0025,60,0.08,0.1,2747.3693435621626,107.72773158790518,106.85272814808391,93.16117027794591,4.6345160183722145,5.886722288206833,3290.2903149852013
0.082,12,575.0,425.0,0.0025,62,0.08,0.08,2618.960745477661,106.46922312039462,105.71627727335665,93.21642997975711,4.592730633826614,5.165295051954271,3291.1183628452145
0.079,11,575.0,400.0,0.003,58,0.06,0.1,2630.080505673044,106.12083946963182,105.1380566121943,93.66935636900867,4.463655896520535,0.5669482492631237,3291.1335948586293
0.079,10,550.0,425.0,0.0035,58,0.08,0.06,2593.6331751274647,105.92836117553576,105.03885969673213,93.55792508153641,4.423609693062169,1.4643777525186337,3291.147018162319
0.079,10,550.0,425.0,0.0035,60,0.07,0.1,2594.9298250709326,105.96661344630785,105.19225262944842,93.44294063525817,4.423609693062169,1.9539552775878026,3291.9509965148104
0.079,11,575.0,425.0,0.003,58,0.06,0.06,2534.868573546939,105.12466714437538,104.25968563811493,94.18103271940521,4.423438694470172,0.1199447123847079,3291.977963320081
0.079,11,575.0,400.0,0.003,62,0.08,0.1,2579.996455135115,106.16781047941669,105.50156190152006,93.158074532049,4.463655896520535,5.201931940876554,3292.3280469625765
0.082,11,550.0,425.0,0.0035,58,0.07,0.1,2758.2765946071067,107.51945484414904,106.4335987281216,93.37724859554343,4.593085996270885,2.8088089731459656,3292.4172370137235
0.079,10,550.0,375.0,0.003,58,0.08,0.1,2755.9518971863777,107.69698667825008,106.64735051328539,93.2399700466536,4.5038808598588,4.261695282125491,3292.876973562301
0.081,11,550.0,375.0,0.0035,58,0.06,0.06,2583.7568184079037,109.22744785995435,108.44605653025296,98.7252122735488,4.619080312317814,68.11512778698409,3292.974072173284
0.081,10,525.0,375.0,0.0035,58,0.07,0.06,2671.413465639846,109.83375977350596,109.0539900204536,98.66337810772717,4.619080312317814,62.46897663405997,3293.02194134488
0.08,11,550.0,400.0,0.0025,58,0.07,0.1,2727.707958609227,107.22269561767175,106.16802282062437,93.37846673830435,4.52048956773734,2.637345588071078,3293.0566887545006
0.081,11,575.0,400.0,0.0025,62,0.08,0.1,2634.691088349258,106.73318550379278,106.01558963111263,93.08851653772317,4.577496625926858,6.493101218724115,3293.608764258788
0.08,11,575.0,375.0,0.0025,58,0.07,0.1,2739.9340536475206,107.32474844346099,106.25956271950422,93.38261043524035,4.5612439008740235,2.6820773125310895,3293.722295469983
0.08,11,550.0,425.0,0.003,58,0.07,0.08,2648.761606635167,106.44692404347812,105.4670378113263,93.45420170053019,4.479916494178848,1.9126965162115985,3293.8671642793724
0.082,10,575.0,375.0,0.0025,58,0.07,0.1,2788.594733621557,107.75644287928706,106.65594376951522,93.41037387735886,4.676309768391018,2.811740761989584,3294.1643144484224
0.08,11,550.0,400.0,0.0025,60,0.08,0.1,2701.446856665875,107.27873550896179,106.43314583341335,93.12565714806956,4.52048956773734,5.7217030284327315,3294.6334522300904
0.079,10,550.0,375.0,0.0035,62,0.06,0.06,2318.6367948798043,107.99048920712285,107.48042776213845,99.26828341178495,4.504031799288888,87.85792250371387,3294.6344395365554
0.08,11,525.0,425.0,0.0025,58,0.07,0.1,2717.700741365978,107.12070606209286,106.07652903366377,93.37429518037827,4.479743197399055,2.593179141836971,3294.8012231218904
0.079,11,550.0,425.0,0.003,62,0.08,0.1,2575.5852652811736,106.08303320441169,105.42799874641787,93.17932125554994,4.423438694470172,4.93484187607195,3294.8230825672454
0.08,11,575.0,400.0,0.003,58,0.07,0.08,2657.389202564795,106.53261764922878,105.54113055097719,93.43222472442456,4.520652702501038,2.085076583728529,3294.9697096961095
0.08,11,525.0,425.0,0.0025,60,0.08,0.1,2690.8306572540987,107.17669365067461,106.34143839526295,93.12149380931507,4.479743197399055,5.656466069710717,3295.299782043343
0.081,11,550.0,425.0,0.0025,62,0.08,0.1,2624.5545080042143,106.630891826258,105.92361827543944,93.08476815683808,4.536230872300129,6.41870460086466,3295.5785953166824
0.082,10,525.0,375.0,0.0035,58,0.06,0.1,2814.117890898953,110.27169976432626,109.36561038061954,98.12705878385623,4.676623449186268,48.74053721259105,3295.5987537586416
0.079,10,575.0,425.0,0.0035,58,0.06,0.06,2526.2333832052036,104.99255047153908,104.1545638574137,94.2967798109058,4.423609693062169,0.3588809741836081,3295.854036906137
0.08,11,525.0,400.0,0.0025,58,0.08,0.1,2815.317935908712,108.17358820829457,107.08641519636721,93.32181652655231,4.52048956773734,4.029812387161573,3295.893501825879
0.081,11,550.0,375.0,0.0025,58,0.08,0.1,2887.0864846438503,108.71148270986085,107.59106688183792,93.49903825131967,4.618770542450457,3.1693968520896396,3296.1614065847543
0.08,11,575.0,375.0,0.0025,60,0.08,0.1,2714.282965571877,107.3808406694973,106.5248994776659,93.12979269893472,4.5612439008740235,5.787576856312475,3296.3797238542124
0.081,12,525.0,400.0,0.003,58,0.06,0.06,2611.8296236607193,109.27682192807248,108.48175104391473,98.65060213040717,4.577661845110503,65.58307712812228,3296.474866861094
0.079,11,550.0,425.0,0.003,58,0.06,0.1,2626.5536298881602,106.03609939871694,105.06472332547177,93.69072183207341,4.423438694470172,0.4806069213747981,3296.4996458849623
0.08,10,525.0,375.0,0.0035,62,0.08,0.06,2540.2983650855135,109.41601480107089,108.92043313661502,99.20144606013062,4.561549761925887,75.27094981076206,3296.9352197484823
0.08,10,525.0,375.0,0.0025,62,0.07,0.06,2475.2473851941945,108.94032267979061,108.41422354725489,99.1982241129293,4.5612439008740235,79.0559123485371,3297.1489989205393
0.079,10,575.0,400.0,0.0035,58,0.08,0.06,2599.19126019611,105.98104433752836,105.07935102090275,93.4979368084462,4.463816867475545,1.7894276809642977,3297.444443960407
0.08,10,525.0,375.0,0.0025,62,0.06,0.08,2482.3633282655487,108.94032267979061,108.40702414590639,99.1248102219307,4.5612439008740235,78.46407083221774,3297.6118094039552
0.082,11,550.0,425.0,0.0035,60,0.08,0.1,2733.2962218285443,107.57704705148986,106.70592847167401,93.11763830628,4.593085996270885,6.070071603863495,3297.808785855205
0.082,12,525.0,400.0,0.0035,60,0.06,0.1,2773.9908597918857,110.009336562701,109.28083368397995,98.31062011607223,4.63485054418189,52.48676846115481,3298.0744219155413
0.08,12,575.0,425.0,0.003,58,0.06,0.08,2611.6791891671282,105.90445151120481,104.93637026358806,93.70680755992511,4.479916494178848,0.4783475340770601,3298.183932522208
0.079,12,575.0,425.0,0.0025,58,0.06,0.06,2550.9854545707485,105.25433944287109,104.36158270354545,94.05496849717586,4.4232676103575175,0.005615418395471864,3298.3114163599344
0.081,10,525.0,375.0,0.003,62,0.08,0.06,2607.4585524743043,109.62982992886987,109.10153234508849,99.04743571503978,4.618925466105361,69.2796971983221,3298.3279979625117
0.082,12,525.0,400.0,0.0025,58,0.06,0.06,2686.010242647322,109.45673940503991,108.6229114237107,98.44161766978573,4.6345160183722145,58.54083641461111,3298.6831738917813
0.082,12,550.0,375.0,0.003,62,0.08,0.06,2740.972478551476,109.85849588480174,109.25794481037948,98.61626564062226,4.676466647998723,55.45313174069763,3298.8056037599836
0.079,11,575.0,425.0,0.003,60,0.06,0.08,2536.6197410479003,105.15315385291964,104.38463158114648,93.92712036283703,4.423438694470172,0.05564084066387447,3299.006794253986
0.079,10,575.0,400.0,0.0035,60,0.07,0.1,2600.6768969411664,106.01931609562364,105.23279905876129,93.3830147042316,4.463816867475545,2.3267775741964645,3299.0375186251704
0.079,10,575.0,425.0,0.0035,60,0.06,0.08,2527.292406814719,105.02100081863183,104.27939335360188,94.04257281895069,4.423609693062169,0.0005733366302387993,3299.0971688708646
0.079,12,575.0,425.0,0.0025,62,0.07,0.08,2528.127503033424,105.28286195142606,104.58848398270015,93.60368684357378,4.4232676103575175,1.2880145249606183,3299.6495506433944
0.08,12,525.0,400.0,0.0035,58,0.06,0.06,2544.350686592265,109.08409557051341,108.32647247005661,98.8351440333277,4.520815755717722,72.26413135641856,3299.9185456870746
0.082,11,575.0,375.0,0.0025,58,0.08,0.08,2832.5483069192887,108.1693743477453,107.0847972345254,93.42347650994591,4.676309768391018,3.604661041587691,3299.9744249292376
0.08,10,575.0,425.0,0.003,60,0.07,0.06,2530.6554533113444,105.15672136251254,104.39589944929965,93.83677570300051,4.479916494178848,0.28819994846770375,3300.071482200953
0.08,11,525.0,375.0,0.0035,58,0.07,0.06,2655.698110819844,109.75230721312401,108.98349009642061,98.72254591296377,4.561549761925887,64.63882608114059,3301.1172054271537
0.082,11,525.0,400.0,0.0035,60,0.07,0.06,2647.5830371859743,109.62736280782704,108.96460922924021,98.78205489467194,4.63485054418189,64.96210654962246,3301.180188291559
0.08,12,525.0,425.0,0.0035,58,0.08,0.1,2797.7486514884863,108.01089501488234,106.92805631381745,93.26717426799655,4.480089704331891,4.261378926303905,3301.3997065703843
0.082,11,550.0,375.0,0.003,58,0.06,0.06,2657.1271304406455,109.42823938403617,108.61024770799028,98.5572863333368,4.676466647998723,62.11922510625005,3301.4632071250335
0.081,12,575.0,425.0,0.0035,62,0.08,0.1,2623.789166720345,106.60570888041622,105.89135726963764,93.06130140909734,4.536581805812867,6.548527927969705,3301.6304624418776
0.082,12,575.0,425.0,0.0025,58,0.06,0.08,2672.468794966157,106.42971804415447,105.40056841167947,93.61260039208749,4.592730633826614,0.9758566267478228,3301.789199735432
0.082,10,575.0,375.0,0.0025,60,0.08,0.1,2765.215328099757,107.81415745204163,106.92880820132606,93.15068107732543,4.676309768391018,6.075468154133171,3301.8131313306126
0.082,12,525.0,375.0,0.0035,58,0.08,0.08,3078.9968562920985,111.03489288285877,110.06327473680827,97.06126653941146,4.676623449186268,20.546246796053385,3301.9758201793256
0.082,12,525.0,425.0,0.003,62,0.06,0.06,2486.0352002320424,108.66722768238425,108.06318741791026,99.00484885291769,4.592908359469039,75.94051847074665,3301.9875115090167
0.081,11,525.0,375.0,0.0035,58,0.06,0.1,2797.5542565262604,110.19591926688646,109.30216844552521,98.19993547086922,4.619080312317814,50.98026884239069,3301.9965843475075
0.082,12,575.0,375.0,0.0035,60,0.06,0.06,2603.4867097302754,109.12136085497751,108.41806630885421,98.70673218263167,4.676623449186268,66.27699824644556,3302.295382791562
0.082,11,550.0,425.0,0.0025,60,0.08,0.08,2686.4796378352307,107.03475359891334,106.1738771028524,93.16483364459198,4.592730633826614,5.420133025757112,3302.379229530932
0.079,10,575.0,400.0,0.0025,60,0.08,0.06,2556.383116305784,105.53322264911213,104.77599468837339,93.54969766285971,4.463494845059901,1.6409290805622274,3302.3970054484794
0.081,11,575.0,400.0,0.0025,58,0.08,0.06,2670.032279726354,106.69368771812431,105.70679828608988,93.34543768081697,4.577496625926858,3.2078631062417053,3302.521272240223
0.082,12,525.0,375.0,0.003,62,0.08,0.1,2992.7019399051865,110.84484753209657,110.24771361729195,97.77730066702112,4.676466647998723,31.632244602009138,3302.661199396758
0.08,12,550.0,425.0,0.0035,58,0.07,0.1,2716.051946609901,107.07880003131402,106.02804268182629,93.33760082342302,4.480089704331891,2.749879347441591,3303.011997223181
0.08,10,525.0,425.0,0.003,58,0.08,0.08,2694.340129719425,107.02922861979923,106.03674043214282,93.23171404409163,4.479916494178848,4.09270805995346,3303.5722892774525
0.082,11,525.0,375.0,0.003,62,0.08,0.08,2849.4009116886577,110.46000932218055,109.89014197407978,98.3927511189768,4.676466647998723,47.03768596890788,3303.7228697959754
0.08,12,550.0,425.0,0.0035,60,0.08,0.1,2688.8074032906275,107.13476843378947,106.29283566502208,93.08489401580846,4.480089704331891,5.885119685925772,3303.723830505291
0.079,10,575.0,400.0,0.0025,60,0.06,0.1,2576.3232738528136,105.53322264911213,104.74402571176356,93.69974486576656,4.463494845059901,0.5223614633600548,3303.760103531676
0.082,10,525.0,375.0,0.0025,62,0.08,0.06,2680.876551479285,109.83156913813698,109.26927598666994,98.8701529815382,4.676309768391018,62.86333426757501,3304.010881595512
0.081,10,575.0,425.0,0.0025,62,0.08,0.06,2523.002569651542,105.27946944933684,104.57737985865701,93.54536186797418,4.536230872300129,1.8642954233948896,3304.09228044778
0.08,11,550.0,375.0,0.0025,58,0.08,0.1,2833.98053931715,108.27657256866406,107.17877791233022,93.3259962094944,4.5612439008740235,4.08514079429719,3304.773097842077
0.08,12,525.0,375.0,0.0035,58,0.06,0.1,2777.866890226541,110.11316853945785,109.23185397274892,98.26716728050303,4.561549761925887,53.1332724109003,3305.120943898354
0.079,11,525.0,375.0,0.0035,62,0.08,0.06,2525.1410153233865,109.32863138051746,108.84050770761685,99.24673400955591,4.504031799288888,77.2817283655702,3305.425631426009
0.082,10,525.0,400.0,0.003,60,0.06,0.06,2518.0568616065198,108.99241938877833,108.34001059755963,98.98261327101434,4.634683323092759,75.51602838892299,3305.5124139034306
0.081,11,550.0,425.0,0.0025,58,0.08,0.06,2660.6666900603755,106.59143119133934,105.61507320777503,93.3416780695229,4.536230872300129,3.1555586811911116,3305.7743985229195
0.079,12,525.0,375.0,0.0035,58,0.07,0.06,2637.241944337712,109.66381500791533,108.90603992001442,98.7759038416051,4.504031799288888,66.68736036032486,3306.023086716192
0.082,11,575.0,400.0,0.0025,60,0.08,0.08,2701.7215728181577,107.13822518896029,106.26673614624335,93.16819691771241,4.6345160183722145,5.492836677407088,3306.034071004706
0.082,11,525.0,400.0,0.0025,60,0.06,0.06,2571.3285792331067,109.10729386689148,108.4272004661595,98.83977364249031,4.6345160183722145,70.35454713125338,3306.232810366056
0.079,10,575.0,400.0,0.0025,62,0.07,0.1,2554.086803880429,105.53322264911213,104.86684256344452,93.4393133545093,4.463494845059901,2.22461705993472,3306.8560962748606
0.082,12,525.0,375.0,0.003,60,0.08,0.08,2997.9338951772042,110.84484753209657,110.10496809117367,97.68491481746236,4.676466647998723,31.26474429093155,3306.927374818044
0.081,11,525.0,425.0,0.0025,58,0.08,0.08,2753.2679474902598,107.54296537941134,106.50141761993731,93.2469496073253,4.536230872300129,4.428117765468356,3306.988561711662
0.08,12,575.0,425.0,0.003,60,0.07,0.08,2597.347902000528,105.94280870060031,105.1203753801223,93.40171030751948,4.479916494178848,2.310387108119014,3307.1536859342013
0.081,12,550.0,400.0,0.0035,58,0.08,0.1,2870.3251279451074,108.53196901604161,107.41322291756993,93.40560409239767,4.577826981705213,3.6401083070925537,3307.494643334417
0.081,10,525.0,375.0,0.0035,60,0.06,0.1,2673.9893291714775,109.86926352817822,109.20134123719154,98.70740401824705,4.619080312317814,64.51298716266412,3307.6501337622312
0.079,11,525.0,375.0,0.0025,62,0.07,0.06,2462.369305958273,108.85880235269123,108.340472653796,99.24278456840972,4.503729844940119,81.0471287050663,3308.0847721302284
0.08,11,525.0,375.0,0.003,62,0.08,0.06,2592.9591549002607,109.55081886712334,109.0302077084303,99.1023643028351,4.561396869632572,71.4912014052139,3308.334037056395
0.081,12,525.0,375.0,0.003,62,0.08,0.08,2830.6875542963676,110.38509572104849,109.82330675012811,98.46610331587976,4.618925466105361,49.340571241584016,3308.3954593635244
0.079,11,525.0,375.0,0.0025,62,0.06,0.08,2469.4034455500337,108.85880235269123,108.33336731708027,99.17017375712797,4.503729844940119,80.45224985369326,3308.402909456777
0.082,12,550.0,375.0,0.0025,58,0.08,0.1,3020.4558733542144,109.5444461012452,108.39272398066021,93.9799038079896,4.676309768391018,1.0722129057315206,3308.9001549463014
0.081,11,575.0,400.0,0.0025,60,0.07,0.1,2673.4515058098273,106.73318550379278,105.86497733695985,93.2276118071449,4.577496625926858,3.9323676091690367,3309.1424027962958
0.082,10,525.0,375.0,0.003,58,0.07,0.06,2749.068275091006,110.04307431262262,109.22645234825504,98.49425525411719,4.676466647998723,56.66617079360849,3309.211523206241
