beta,tau_r,r_max,c_max,k_c,tau_q,q_max,k_q,m_amp,m_mu,m_sigma,sse,peak,mid_mean,late_mean,jump_pct,tail_err,dip_err,loss
0.078,11,500.0,375.0,0.003,60,0.07,0.08,0.01,40.0,3.0,2687.188508028141,105.38843006303051,101.69613821886261,92.68194882460423,4.446377438062865,4.738420229458817,322.120029405248,6425.397716542572
0.078,11,525.0,375.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2986.3202081373247,104.63128722011864,100.43443610437131,91.92132191637447,4.446377438062865,12.203860141683307,241.01991703374395,6428.318313906238
0.078,11,500.0,375.0,0.003,62,0.07,0.08,0.006,40.0,5.0,2549.855473118356,104.79385082197962,101.83216844758124,93.49720381226679,4.446377438062821,0.5475149363836377,350.2928626191943,6432.031291324622
0.08,10,500.0,400.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2862.362167965792,104.95664853971073,100.87738133379723,92.1712344976763,4.520652702501038,9.725613073140366,273.5415203652394,6434.765721023787
0.078,10,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,3.0,2307.9247547962373,105.07384022014148,102.92541626380964,94.41881205742932,4.446377438062865,0.6594388505587561,406.82486548583563,6436.066720633009
0.078,10,525.0,375.0,0.0035,62,0.07,0.08,0.006,40.0,4.0,2496.6384346843847,104.40025556906285,102.20922604044956,93.58746074886629,4.446526425685726,0.41055000095252125,360.36521155071347,6438.257468097998
0.078,10,500.0,400.0,0.0035,62,0.07,0.1,0.008,40.0,3.0,2594.006545809093,104.53077359373802,102.1500462283213,92.90874638987813,4.406830318235411,3.6812486052912883,337.7988834025315,6438.290342799989
0.078,10,525.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2969.6805584750086,104.617780110468,100.77850781986578,91.67193511763251,4.446526425685726,16.19569332866714,242.44998761897298,6440.9179470723575
0.079,10,500.0,375.0,0.0035,62,0.07,0.08,0.006,40.0,5.0,2455.491951532373,104.93522988455241,102.18077404899613,93.86962057183192,4.5040317992888435,0.010117264499178866,373.7861221592458,6441.418427167746
0.079,10,525.0,400.0,0.0035,62,0.07,0.08,0.008,40.0,3.0,2683.135155263459,104.47222171213706,101.62724109141635,92.68429928531111,4.463816867475545,5.15847337498484,315.010539270167,6442.397095174896
0.08,11,525.0,375.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,2538.171694550206,105.88126381845159,101.97255823650781,93.18508164844413,4.561549761925887,1.9232923100471448,360.5636932892619,6447.768718515625
0.078,10,500.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,3.0,2244.507613886555,105.15469517369758,103.16156397857989,94.79542107648489,4.446526425685726,2.2396597184514118,421.567829127775,6450.6666739142165
0.079,10,500.0,400.0,0.003,62,0.07,0.08,0.008,40.0,3.0,2479.7588719231803,104.87570035686426,102.33563110524061,93.49480623342563,4.463655896520535,0.7367401209215569,369.0655366059283,6451.451819362718
0.079,10,500.0,375.0,0.0035,60,0.07,0.08,0.008,40.0,4.0,2714.9889247529395,105.20442231106911,101.57789172630451,92.65252609046954,4.504031799288888,4.886801604492435,318.1700162446216,6451.966708636243
0.078,11,525.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2857.3378797881023,105.00080463100466,101.10998578612006,91.9489174977342,4.446526425685726,12.664378765271426,274.22771828390137,6452.158666638236
0.078,10,525.0,375.0,0.003,62,0.07,0.08,0.008,40.0,4.0,3109.618970474124,104.24666866166827,100.10518921110511,91.6445477055894,4.446377438062865,15.674155067728229,211.9330945994689,6452.843096374927
0.079,10,525.0,375.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2974.412686573514,104.67762309662058,100.5187622811577,91.89115515755752,4.5038808598588,12.806033511853764,246.45284050813353,6453.153264343888
0.078,11,525.0,400.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,3104.9927816608592,104.38472212178092,100.15033790926365,91.54976476773498,4.406830318235411,17.175491170031798,211.71055754290944,6453.468096944632
0.079,10,500.0,400.0,0.0035,62,0.08,0.08,0.01,40.0,3.0,2851.2191643405454,104.91134864267612,101.1640872737928,91.81936350356814,4.463816867475545,15.725705750324282,270.2794357835531,6453.673427516431
0.079,11,500.0,400.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2751.7583066548787,105.28132341258319,101.4781755880629,92.23925274508993,4.463816867475545,9.486974707755493,303.07423764151326,6454.749652606328
0.079,11,525.0,400.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,2972.6020645166923,104.81459404294762,100.55869645701956,91.78991670610324,4.463816867475545,14.25085289336153,245.8577800931208,6454.906792580324
0.078,11,525.0,375.0,0.0035,62,0.07,0.08,0.006,40.0,5.0,2763.912056333535,104.45174050815847,101.13552914390706,92.68405679216004,4.44652642568566,4.668931780889409,299.4304685982141,6455.3859285477865
0.078,10,500.0,375.0,0.003,62,0.07,0.08,0.01,40.0,4.0,3366.494305553141,104.63023892991586,99.18689254494173,91.2643709819059,4.446377438062865,20.235553093181778,157.4156339368002,6457.228875636514
0.079,11,500.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2457.8051375388395,105.91714819597573,102.47797703862527,93.38686749411893,4.504031799288888,1.1536014699982804,382.42650983538795,6461.0082273617645
0.078,11,500.0,375.0,0.003,62,0.08,0.08,0.008,40.0,4.0,2765.5307561801674,105.06082284393062,101.34814034798354,92.21571126986652,4.446377438062865,10.471450771918999,297.04221921224024,6462.100220879674
0.079,10,500.0,375.0,0.003,62,0.07,0.1,0.008,40.0,4.0,2748.6261484953498,105.13129746452562,101.45390412726363,92.3544097642085,4.5038808598588,8.180368182293678,305.7187824952574,6463.092217591455
0.078,11,525.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,3.0,2404.2976754293913,105.05235443863434,102.54165105892639,93.86698241992869,4.446526425685726,0.029222265476393918,388.8857993318807,6464.3050545210035
0.078,11,500.0,400.0,0.0035,60,0.07,0.08,0.01,40.0,3.0,2929.173401694614,104.84378046169589,100.94603012618272,91.92035610255432,4.406830318235411,12.139986247647474,262.9613359796771,6465.155152255325
0.078,10,500.0,400.0,0.0035,60,0.07,0.08,0.01,40.0,3.0,3041.535119935882,104.4794818512918,100.63078243069506,91.65659863795982,4.406830318235411,15.429540601770121,233.5112200204757,6466.784378798989
0.078,10,525.0,400.0,0.0035,62,0.07,0.08,0.006,40.0,4.0,2808.866955795078,103.79635728726959,101.22310582491852,92.44995917960992,4.406830318235411,6.917466404246828,284.82706180736665,6467.162614534123
0.078,10,500.0,400.0,0.0035,62,0.08,0.08,0.008,40.0,3.0,2594.59072272058,104.53077359373802,102.15599670358937,92.75635723780748,4.406830318235411,5.542750600927519,337.7988834025315,6467.881361538862
0.079,10,500.0,375.0,0.003,60,0.07,0.08,0.01,40.0,3.0,2674.1172258873326,105.46284409547496,101.80630787127393,92.66749704405916,4.5038808598588,4.997393023976667,331.2150032775902,6470.231742757587
0.079,11,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,5.0,3104.719887655021,105.1203648020346,99.93062080139079,91.79698194109685,4.503880859858733,13.210904785466997,224.78405399589465,6470.65226297509
0.078,10,500.0,375.0,0.003,60,0.07,0.08,0.008,40.0,4.0,2927.645985746586,104.69300940722663,100.91629313325048,92.0287840107011,4.446377438062865,10.731500864583783,265.0124116148143,6470.983040396917
0.078,10,500.0,375.0,0.0035,62,0.07,0.1,0.006,40.0,5.0,2659.7348468229984,104.4968485620846,101.73093262172888,92.86671488060178,4.44652642568566,3.6614451943319777,327.35559655926187,6474.07669045505
0.079,11,525.0,375.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2864.4334518834376,105.06827276209717,100.8526857306634,92.17115406532625,4.5038808598588,9.65758757466697,279.0074614527832,6475.209805705082
0.079,10,525.0,400.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,3095.242352728312,104.42634344676394,100.22570324935597,91.51104540930532,4.463816867475545,18.011213777739467,216.07862712996513,6476.267506058477
0.079,10,500.0,375.0,0.003,62,0.07,0.08,0.006,40.0,5.0,2535.621334141003,104.86228218673213,101.94405975679365,93.49238982784871,4.503880859858733,0.6113714476264682,359.92749404698355,6477.485940260551
0.079,11,500.0,375.0,0.0035,62,0.07,0.1,0.008,40.0,4.0,2574.966761287857,105.5782783984022,102.01119799982634,92.99639286790473,4.504031799288888,2.9949570755861323,354.5408798702202,6478.594844156142
0.078,10,525.0,400.0,0.003,62,0.07,0.08,0.008,40.0,3.0,2902.133284240886,103.96266870573231,100.97218331025505,92.05506305410576,4.406671428425701,11.20126561083693,263.09041653033836,6481.101368590269
0.078,10,500.0,400.0,0.003,62,0.07,0.08,0.006,40.0,5.0,2988.4695653408744,103.848736907969,100.51934694521239,92.07144075047877,4.406671428425657,10.355186435451511,245.0070985789282,6481.226418771167
0.079,11,500.0,375.0,0.0035,62,0.08,0.08,0.01,40.0,3.0,2457.583479275336,105.91714819597573,102.48402339999639,93.23175738490686,4.504031799288888,2.303451052386409,382.42650983538795,6482.898153206614
0.08,10,525.0,400.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,2966.2635295169507,104.85088233368528,100.62901438547894,91.74626438791353,4.520815755717722,15.078481241104223,250.23591338888792,6483.102439600199
0.079,11,500.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,4.0,3115.0502063776976,105.51498237072124,100.14033050359123,91.42994717706553,4.504031799288888,19.05183648515857,220.90344349847499,6485.038697055954
0.079,10,525.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2848.274721617523,105.05170610535046,101.19691868813585,91.91316969826333,4.504031799288888,13.35686913328756,280.24876866824184,6486.065051125651
0.079,11,500.0,375.0,0.0035,62,0.07,0.08,0.006,40.0,6.0,2731.3574293400966,104.94110025707118,101.09805403991011,92.95511072147025,4.504031798742036,2.6756063135032453,316.74213668053164,6486.491316399287
0.08,11,525.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,4.0,2664.739992870366,105.58026307631361,101.50850391788917,92.79639178889248,4.561549761925887,4.163119261787441,333.5669360914886,6486.492928463283
0.08,10,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,5.0,3082.6890929460064,105.18364744183137,100.03770323602514,91.791682584051,4.56139686963255,13.517354179540789,231.60725756189228,6486.639229219048
0.079,10,525.0,375.0,0.0035,62,0.07,0.08,0.006,40.0,5.0,2753.330273827712,104.49706872010111,101.22266002304033,92.65699925105396,4.5040317992888435,5.019897547287162,305.85827883058914,6487.101369819173
0.078,10,525.0,375.0,0.003,62,0.07,0.08,0.006,40.0,4.0,2578.9074626374786,104.32431112932558,101.97523398433319,93.21562639902714,4.446377438062865,1.7319776133132367,346.97075196356474,6487.743394403311
0.079,11,500.0,400.0,0.0035,62,0.07,0.08,0.006,40.0,5.0,2662.936817360688,104.72134729895494,101.50398729946383,92.9855956531317,4.463816867475501,2.759008230063472,329.9823368112908,6489.243088322532
0.078,11,550.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,3.0,2682.105443806275,104.58541670170905,101.60706289309138,92.68091940256798,4.446526425685726,5.14392390200042,321.7734032478447,6489.576691703376
0.078,10,525.0,375.0,0.0035,62,0.08,0.08,0.01,40.0,3.0,2972.0511038380023,104.617780110468,100.7843825021575,91.5214737985216,4.446526425685726,19.83927799350883,242.44998761897298,6489.995743495756
0.08,11,500.0,400.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2766.85333494094,105.33391241286915,101.19968648501072,92.44106085828099,4.520652702501038,7.1018876760142735,307.0191467231574,6490.169578318178
0.078,11,500.0,400.0,0.003,62,0.07,0.08,0.006,40.0,5.0,2877.1904352767942,104.21504440303177,100.83422321558685,92.33627880322385,4.406671428425657,7.685819161959332,275.2749648854674,6491.885126992938
0.08,10,500.0,400.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2741.023109296474,105.34384347612743,101.57588469985042,92.21289199731318,4.520815755717722,9.986718858595971,310.58365556541247,6494.540980182148
0.078,11,525.0,375.0,0.003,62,0.07,0.08,0.008,40.0,3.0,2480.5485748236174,104.97156910702896,102.3068968352687,93.49403158971376,4.446377438062865,0.7187110814244336,374.86781627120274,6494.849184416549
0.079,11,500.0,400.0,0.0035,62,0.08,0.08,0.01,40.0,3.0,2753.4050053764227,105.28132341258319,101.48416458802483,92.08596777136229,4.463816867475545,12.37653223025632,303.07423764151326,6495.715773764548
0.078,11,525.0,375.0,0.0035,62,0.08,0.08,0.01,40.0,3.0,2859.329157952429,105.00080463100466,101.11587869304114,91.7980258623975,4.446526425685726,15.918027887782602,274.22771828390137,6496.975951503621
0.08,11,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,5.0,2977.0738157992164,105.5631625079661,100.35724713836163,92.06032821464183,4.56139686963255,10.3984423841191,261.7585880311667,6497.09901231419
0.079,10,500.0,400.0,0.0035,60,0.07,0.08,0.01,40.0,3.0,2914.754304062728,104.91134864267612,101.04708709058579,91.89813794546284,4.463816867475545,12.644263626849948,270.2794357835531,6497.8166311878285
0.078,11,500.0,400.0,0.0035,62,0.07,0.08,0.006,40.0,4.0,2423.2190664047466,104.62436086863404,102.49020478848077,93.91589292641451,4.406830318235411,0.004169576327212559,386.69335008363646,6499.181040809837
0.078,11,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,5.0,3250.310201443502,104.67836558247855,99.50370609724773,91.5319136447845,4.446377438062821,16.3859590322212,191.50537858056768,6499.963077216894
0.078,10,500.0,375.0,0.003,62,0.07,0.08,0.006,40.0,6.0,3061.4902828039008,104.06756230208642,100.12033056430396,92.05115979374564,4.446377437516147,10.073007004147136,233.92720730036584,6500.571117335276
0.08,11,500.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,4.0,2391.2297658503944,106.0243189394588,102.46404381348903,94.01050537271858,4.561549761925887,0.011950568083694907,403.7848034223562,6500.578007397302
0.079,10,500.0,375.0,0.003,62,0.08,0.08,0.008,40.0,4.0,2750.019127399366,105.13129746452562,101.45989267466466,92.2009365593149,4.5038808598588,10.880762711781124,305.7187824952574,6501.957213984546
0.078,11,500.0,375.0,0.003,62,0.07,0.08,0.006,40.0,6.0,2949.0364135446607,104.4360009878706,100.43389323292635,92.31588647703911,4.446377437516147,7.442839991611873,263.363067897713,6502.759232628399
0.08,10,500.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,4.0,3094.0367815896284,105.58131145434083,100.25016219621325,91.41998337094468,4.561549761925887,19.49963057930377,227.692165587238,6503.41584693011
0.078,10,500.0,375.0,0.0035,62,0.08,0.08,0.006,40.0,5.0,2660.1413812798155,104.4968485620846,101.73686172864493,92.71437115866976,4.44652642568566,5.516378851587078,327.35559655926187,6503.5336577654225
0.079,10,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,5.0,3223.4435296134334,104.74668090689211,99.6155348032191,91.531428123749,4.503880859858733,16.659394081593938,197.98459768619526,6505.703123539002
0.08,10,525.0,375.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2856.0889075452815,105.10927486321968,100.93196226064589,92.13601087651634,4.561396869632572,10.248623723175488,284.48446867762715,6505.8854620379625
0.08,11,500.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,4.0,2989.2586770008015,105.96075920441267,100.57038852315642,91.68764998755785,4.561549761925887,15.727911283325412,257.41783518364093,6506.143111129352
0.079,11,500.0,375.0,0.0035,62,0.08,0.08,0.008,40.0,4.0,2575.3037752591276,105.5782783984022,102.01721838211189,92.84189674729949,4.504031799288888,4.7181509719170664,354.5408798702202,6506.7511657143195
0.08,11,525.0,400.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,2856.832026287842,105.24511249281241,100.96664774637127,92.0283060430148,4.520815755717722,11.621576131491555,283.4590756823954,6507.811905270188
0.079,10,525.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,3.0,2398.7768427203455,105.10327817938834,102.62847525653675,93.8370055124699,4.504031799288888,0.06551097044084711,396.3960331776299,6508.126726813345
0.078,11,500.0,375.0,0.003,60,0.07,0.08,0.008,40.0,4.0,2827.000932523682,105.06082284393062,101.23239436008839,92.29358341058322,4.446377438062865,8.010576065044013,297.04221921224024,6509.453431732874
0.079,11,500.0,375.0,0.003,62,0.07,0.1,0.01,40.0,3.0,2538.8159959492627,105.83471366503633,102.24057303676031,93.01142672883577,4.5038808598588,3.0825607921492484,368.4895267677653,6510.709351233778
0.078,11,525.0,400.0,0.003,62,0.07,0.08,0.008,40.0,3.0,2790.3390029515385,104.34335357256877,101.30436218182017,92.33314849483875,4.406671428425701,8.290026899544277,296.4553998432379,6511.413602550403
0.078,11,550.0,375.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,3094.261968675023,104.54394647766976,100.20424711261684,91.50512928550609,4.446526425685726,18.023846036866956,221.44190749490213,6513.04327927588
0.08,11,525.0,375.0,0.003,62,0.07,0.08,0.01,40.0,3.0,2625.83576484295,105.79785096669937,101.73355213322584,92.80633720209643,4.561396869632572,4.303794513794922,346.9929919084114,6514.216419614277
0.08,10,500.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,3.0,2448.672831478008,105.98755927472475,102.58781329754541,93.37240447324385,4.561549761925887,1.2858167970439822,392.1207397532347,6515.013586964798
0.078,10,500.0,400.0,0.0035,60,0.07,0.08,0.008,40.0,3.0,2651.775275077362,104.53077359373802,102.03939377457903,92.83464482576788,4.406830318235411,3.7868924504165573,337.7988834025315,6516.364859856893
0.078,10,525.0,400.0,0.0035,62,0.07,0.08,0.01,40.0,3.0,3240.4210341160638,104.00242541874158,99.82198001854616,91.2740791412263,4.406830318235411,21.23460574034723,185.2839311617856,6519.602705616483
0.078,11,500.0,375.0,0.0035,62,0.07,0.1,0.01,40.0,4.0,3258.857677965125,105.06997817703761,99.71000003536757,91.1705022724914,4.446526425685726,22.72557809394802,188.10360110699798,6519.824991414306
0.078,10,525.0,375.0,0.0035,62,0.07,0.1,0.008,40.0,3.0,2592.271552658723,104.66914112359896,102.18914632460647,92.85017628593793,4.446526425685726,4.176290997521624,349.0426245288418,6520.942427018533
0.08,10,500.0,375.0,0.0035,62,0.07,0.08,0.006,40.0,6.0,2714.287767045392,105.00308549823805,101.2080875783014,92.95224524783637,4.5615497613789024,2.8007300383392333,325.45882165035977,6521.926704163273
0.078,10,500.0,375.0,0.0035,62,0.08,0.1,0.01,40.0,3.0,2767.5606552928116,105.10310503887716,101.7088501564206,91.87533449805768,4.446526425685726,15.545233932169806,300.1470036204252,6522.217640603032
0.079,10,500.0,400.0,0.003,62,0.07,0.08,0.006,40.0,5.0,2861.393668475056,104.27611067851711,100.93381517298045,92.3191118477104,4.463655896520469,8.040493082568204,282.7124660478061,6522.417645178468
0.08,11,500.0,375.0,0.003,62,0.07,0.08,0.008,40.0,4.0,2467.093039081709,105.94973802410797,102.22389343710267,93.62842370269345,4.561396869632572,0.34470869736004284,389.1538710559446,6522.426274716463
0.079,10,550.0,375.0,0.0035,62,0.07,0.08,0.008,40.0,3.0,2681.703807752705,104.61198143752723,101.66624173018339,92.62480919971394,4.504031799288888,5.75028639829996,325.89828456393536,6523.23580980331
0.078,10,500.0,400.0,0.003,62,0.07,0.1,0.008,40.0,3.0,2689.0217154456386,104.4450295840271,101.90062324193234,92.51491056327188,4.406671428425701,6.936067097281457,324.11939394959103,6523.619638544728
0.078,11,500.0,400.0,0.003,62,0.07,0.1,0.01,40.0,3.0,2977.010981866394,104.7577810614394,100.80875445131755,91.60376730670916,4.406671428425701,17.34865723173267,251.4521926071992,6523.739350238464
0.078,11,500.0,400.0,0.0035,62,0.07,0.1,0.008,40.0,4.0,3022.3527840538245,104.54087468316658,100.5947377509514,91.60827472822064,4.406830318235411,16.853838617771743,240.92688501705337,6524.1352110099615
0.078,11,525.0,400.0,0.0035,62,0.07,0.08,0.006,40.0,4.0,2703.71559271499,104.17789336518535,101.55611146807992,92.7292439708743,4.406830318235411,4.667154860649854,319.7896388376254,6524.592372698012
0.08,10,500.0,375.0,0.0035,62,0.07,0.1,0.008,40.0,4.0,2563.572194765885,105.64464263281812,102.12103064632672,92.98282846329408,4.561549761925887,3.199374459567662,363.83191985028276,6527.185230433464
